c,h,l,n,o,t,v,vw
6.02,6.02,6.02,3,6.02,2022-01-18T14:30:00Z,1137,6.020035
6.03,6.0602,6.03,2,6.0602,2022-01-18T14:35:00Z,400,6.0451
6.105,6.105,6.0412,34,6.0412,2022-01-18T15:05:00Z,936,6.079402
6.0625,6.0625,6.0625,1,6.0625,2022-01-18T15:10:00Z,100,6.0625
6.05,6.07,6.05,2,6.07,2022-01-18T15:15:00Z,200,6.06
6.12,6.12,6.0167,3,6.0167,2022-01-18T15:50:00Z,568,6.046056
6.0152,6.0152,6.0152,2,6.0152,2022-01-18T16:05:00Z,102,6.015882
6.05,6.075,6.05,12,6.075,2022-01-18T16:15:00Z,652,6.068773
6.026,6.026,6.026,2,6.026,2022-01-18T16:20:00Z,503,6.025905
5.97,5.98,5.97,14,5.98,2022-01-18T16:40:00Z,1410,5.971418
5.9733,5.98,5.96,9,5.98,2022-01-18T16:45:00Z,925,5.972778
5.9404,5.98,5.9404,7,5.98,2022-01-18T16:50:00Z,1002,5.956287
5.97,5.97,5.97,6,5.97,2022-01-18T17:15:00Z,217,5.969447
5.93,5.93,5.92,5,5.93,2022-01-18T17:35:00Z,1736,5.923687
5.99,5.99,5.9832,2,5.9832,2022-01-18T17:40:00Z,800,5.9866
5.99,5.99,5.9373,2,5.9373,2022-01-18T17:45:00Z,1057,5.97933
5.99,5.99,5.99,1,5.99,2022-01-18T18:00:00Z,835,5.99
5.99,5.99,5.96,18,5.99,2022-01-18T18:05:00Z,2556,5.986455
5.9418,5.9418,5.9418,1,5.9418,2022-01-18T18:30:00Z,180,5.9418
6.03,6.03,5.96,3,5.96,2022-01-18T19:10:00Z,300,5.983333
6.05,6.05,6.04,21,6.05,2022-01-18T19:15:00Z,4846,6.049915
6.1,6.1,6.07,25,6.07,2022-01-18T19:30:00Z,2557,6.086844
6.09,6.09,6.05,4,6.06,2022-01-18T19:45:00Z,600,6.06
6.215,6.22,6.1,12,6.1,2022-01-18T19:50:00Z,963,6.129107
6.15,6.15,6.15,11,6.15,2022-01-18T19:55:00Z,2000,6.15
6.135,6.16,6.135,13,6.14,2022-01-18T20:00:00Z,1484,6.134724
6.25,6.25,6.25,3,6.25,2022-01-18T20:05:00Z,105,6.24681
6.15,6.17,6.15,4,6.17,2022-01-18T20:15:00Z,501,6.161976
6.15,6.15,6.14,10,6.15,2022-01-18T20:20:00Z,1000,6.149
