c,h,l,n,o,t,v,vw
21.2,21.2,21.2,1,21.2,2022-01-18T15:10:00Z,353,21.2
21.2,21.2,21.2,1,21.2,2022-01-18T15:35:00Z,189,21.2
21.13,21.17,21.13,5,21.17,2022-01-18T16:00:00Z,575,21.150435
21.2,21.2,21.2,2,21.2,2022-01-18T16:25:00Z,180,21.2
21.17,21.17,21.17,3,21.17,2022-01-18T17:05:00Z,340,21.17
21.18,21.18,21.18,1,21.18,2022-01-18T17:30:00Z,100,21.18
21.17,21.17,21.17,1,21.17,2022-01-18T17:45:00Z,100,21.17
21.15,21.17,21.15,2,21.17,2022-01-18T18:40:00Z,413,21.16
21.18,21.18,21.18,1,21.18,2022-01-18T18:50:00Z,175,21.18
21.18,21.18,21.18,5,21.18,2022-01-18T19:15:00Z,438,21.18
21.17,21.2,21.17,8,21.2,2022-01-18T19:20:00Z,1194,21.19
21.2,21.2,21.18,5,21.18,2022-01-18T19:40:00Z,562,21.19
21.17,21.17,21.17,1,21.17,2022-01-18T20:25:00Z,2592,21.17
21.17,21.17,21.17,3,21.17,2022-01-18T20:35:00Z,218,21.17
21.17,21.17,21.17,2,21.17,2022-01-18T20:55:00Z,165,21.17
21.2,21.2,21.2,4,21.2,2022-01-19T14:30:00Z,230,21.2
21.14,21.14,21.14,1,21.14,2022-01-19T14:35:00Z,177,21.14
21.18,21.18,21.18,3,21.18,2022-01-19T15:40:00Z,205,21.18
21.2,21.2,21.2,2,21.2,2022-01-19T17:10:00Z,120,21.2
21.18,21.18,21.18,1,21.18,2022-01-19T17:45:00Z,104,21.18
21.19,21.19,21.17,6,21.19,2022-01-19T18:55:00Z,512,21.182051
21.17,21.17,21.17,2,21.17,2022-01-19T19:05:00Z,158,21.17
21.17,21.17,21.17,1,21.17,2022-01-19T19:15:00Z,100,21.17
21.17,21.17,21.13,9,21.17,2022-01-19T19:20:00Z,688,21.162616
21.12,21.12,21.12,2,21.12,2022-01-19T19:45:00Z,209,21.12
