,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,0.0,0.0,0.0,0.0
TaxRateForCalcs,0.21,0.21,0.21,0.21,0.21
NormalizedEBITDA,-14877000.0,-20189000.0,-14567000.0,-54461000.0,-38690000.0
NetIncomeFromContinuingOperationNetMinorityInterest,-26171000.0,-28659000.0,-21825000.0,-65571000.0,-48152000.0
ReconciledDepreciation,13784000.0,11021000.0,10180000.0,12249000.0,9846000.0
ReconciledCostOfRevenue,205682000.0,213058000.0,227011000.0,243001000.0,256431000.0
EBITDA,-14877000.0,-20189000.0,-14567000.0,-54461000.0,-38690000.0
EBIT,-28661000.0,-31210000.0,-24747000.0,-66710000.0,-48536000.0
NetInterestIncome,2248000.0,2132000.0,2609000.0,706000.0,748000.0
InterestIncome,2248000.0,2132000.0,2609000.0,706000.0,748000.0
NormalizedIncome,-26171000.0,-28659000.0,-21825000.0,-65571000.0,-48152000.0
NetIncomeFromContinuingAndDiscontinuedOperation,-35490000.0,-28659000.0,-21825000.0,-65571000.0,-55918000.0
TotalExpenses,393446000.0,407008000.0,419661000.0,478828000.0,492277000.0
TotalOperatingIncomeAsReported,-28661000.0,-31210000.0,-24747000.0,-66710000.0,-48536000.0
DilutedAverageShares,116645160.0,117006653.0,115445285.0,113928081.0,112359901.0
BasicAverageShares,116645160.0,117006653.0,115445285.0,113928081.0,112359901.0
DilutedEPS,-0.3,-0.24,-0.19,-0.58,-0.5
BasicEPS,-0.3,-0.24,-0.19,-0.58,-0.5
DilutedNIAvailtoComStockholders,-35490000.0,-28659000.0,-21825000.0,-65571000.0,-55918000.0
NetIncomeCommonStockholders,-35490000.0,-28659000.0,-21825000.0,-65571000.0,-55918000.0
NetIncome,-35490000.0,-28659000.0,-21825000.0,-65571000.0,-55918000.0
NetIncomeIncludingNoncontrollingInterests,-35490000.0,-28659000.0,-21825000.0,-65571000.0,-55918000.0
NetIncomeDiscontinuousOperations,-9319000.0,,,,-7766000.0
NetIncomeContinuousOperations,-26171000.0,-28659000.0,-21825000.0,-65571000.0,-48152000.0
TaxProvision,169000.0,622000.0,372000.0,219000.0,187000.0
PretaxIncome,-26002000.0,-28037000.0,-21453000.0,-65352000.0,-47965000.0
OtherIncomeExpense,411000.0,1041000.0,685000.0,652000.0,-177000.0
OtherNonOperatingIncomeExpenses,411000.0,1041000.0,685000.0,652000.0,-177000.0
NetNonOperatingInterestIncomeExpense,2248000.0,2132000.0,2609000.0,706000.0,748000.0
InterestIncomeNonOperating,2248000.0,2132000.0,2609000.0,706000.0,748000.0
OperatingIncome,-28661000.0,-31210000.0,-24747000.0,-66710000.0,-48536000.0
OperatingExpense,187764000.0,193950000.0,192650000.0,235827000.0,235846000.0
SellingGeneralAndAdministration,187764000.0,193950000.0,192650000.0,235827000.0,235846000.0
GrossProfit,159103000.0,162740000.0,167903000.0,169117000.0,187310000.0
CostOfRevenue,205682000.0,213058000.0,227011000.0,243001000.0,256431000.0
TotalRevenue,364785000.0,375798000.0,394914000.0,412118000.0,443741000.0
OperatingRevenue,364785000.0,375798000.0,394914000.0,412118000.0,443741000.0
