,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,-14629864.075021,-4943190.0,-2336736.0,0.0,-3189917.783384
TaxRateForCalcs,0.128293,0.21,0.101,0.104333,0.106665
NormalizedEBITDA,1293528000.0,1555398000.0,1756107000.0,1721424000.0,1698239000.0
TotalUnusualItems,-114035000.0,-23539000.0,-23136000.0,0.0,-29906000.0
TotalUnusualItemsExcludingGoodwill,-114035000.0,-23539000.0,-23136000.0,0.0,-29906000.0
NetIncomeFromContinuingOperationNetMinorityInterest,498430000.0,877019000.0,977656000.0,961474000.0,936226000.0
ReconciledDepreciation,536117000.0,587692000.0,581796000.0,587498000.0,572614000.0
ReconciledCostOfRevenue,736387000.0,777907000.0,789609000.0,790933000.0,785152000.0
EBITDA,1179493000.0,1531859000.0,1732971000.0,1721424000.0,1668333000.0
EBIT,643376000.0,944167000.0,1151175000.0,1133926000.0,1095719000.0
NetInterestIncome,-62501000.0,-60552000.0,-50677000.0,-49624000.0,-43379000.0
InterestExpense,71590000.0,69346000.0,63252000.0,60453000.0,47707000.0
InterestIncome,9089000.0,8794000.0,12575000.0,10829000.0,4328000.0
NormalizedIncome,597835135.924979,895614810.0,998455264.0,961474000.0,962942082.216616
NetIncomeFromContinuingAndDiscontinuedOperation,498430000.0,877019000.0,977656000.0,961474000.0,936226000.0
TotalExpenses,1968034000.0,2123463000.0,2111410000.0,2118810000.0,2115334000.0
TotalOperatingIncomeAsReported,634415000.0,929493000.0,1128384000.0,1130820000.0,1102476000.0
DilutedAverageShares,500424000.0,503503000.0,508725000.0,511184000.0,515757000.0
BasicAverageShares,497073000.0,500018000.0,504715000.0,507121000.0,512231000.0
DilutedEPS,1.0,1.74,1.92,1.88,1.82
BasicEPS,1.0,1.75,1.94,1.9,1.83
DilutedNIAvailtoComStockholders,498430000.0,877019000.0,977656000.0,961474000.0,936226000.0
NetIncomeCommonStockholders,498430000.0,877019000.0,977656000.0,961474000.0,936226000.0
NetIncome,498430000.0,877019000.0,977656000.0,961474000.0,936226000.0
NetIncomeIncludingNoncontrollingInterests,498430000.0,877019000.0,977656000.0,961474000.0,936226000.0
NetIncomeContinuousOperations,498430000.0,877019000.0,977656000.0,961474000.0,936226000.0
TaxProvision,73356000.0,-2198000.0,110267000.0,111999000.0,111786000.0
PretaxIncome,571786000.0,874821000.0,1087923000.0,1073473000.0,1048012000.0
OtherIncomeExpense,-114163000.0,-17659000.0,-12920000.0,-7723000.0,-40991000.0
OtherNonOperatingIncomeExpenses,-128000.0,5880000.0,10216000.0,-7723000.0,-11085000.0
SpecialIncomeCharges,-114035000.0,-23539000.0,-23136000.0,0.0,-29906000.0
RestructuringAndMergernAcquisition,114035000.0,23539000.0,23136000.0,0.0,29906000.0
NetNonOperatingInterestIncomeExpense,-62501000.0,-60552000.0,-50677000.0,-49624000.0,-43379000.0
InterestExpenseNonOperating,71590000.0,69346000.0,63252000.0,60453000.0,47707000.0
InterestIncomeNonOperating,9089000.0,8794000.0,12575000.0,10829000.0,4328000.0
OperatingIncome,748450000.0,953032000.0,1151520000.0,1130820000.0,1132382000.0
OperatingExpense,898266000.0,1008583000.0,993026000.0,993521000.0,1010433000.0
DepreciationAmortizationDepletionIncomeStatement,202736000.0,250719000.0,253021000.0,253142000.0,252865000.0
DepreciationAndAmortizationInIncomeStatement,202736000.0,250719000.0,253021000.0,253142000.0,252865000.0
Amortization,202736000.0,250719000.0,253021000.0,253142000.0,252865000.0
AmortizationOfIntangiblesIncomeStatement,202736000.0,250719000.0,253021000.0,253142000.0,252865000.0
ResearchAndDevelopment,406594000.0,423751000.0,415754000.0,414095000.0,421008000.0
SellingGeneralAndAdministration,288936000.0,334113000.0,324251000.0,326284000.0,336560000.0
GrossProfit,1646716000.0,1961615000.0,2144546000.0,2124341000.0,2142815000.0
CostOfRevenue,1069768000.0,1114880000.0,1118384000.0,1125289000.0,1104901000.0
TotalRevenue,2716484000.0,3076495000.0,3262930000.0,3249630000.0,3247716000.0
OperatingRevenue,2716484000.0,3076495000.0,3262930000.0,3249630000.0,3247716000.0
