,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,-96814.738469,-35123.0,-16800.0,-325730.831234
TaxRateForCalcs,0.21,0.314334,0.103,0.21,0.241461
NormalizedEBITDA,42626000.0,78143000.0,36182000.0,18691000.0,86333000.0
TotalUnusualItems,0.0,-308000.0,-341000.0,-80000.0,-1349000.0
TotalUnusualItemsExcludingGoodwill,0.0,-308000.0,-341000.0,-80000.0,-1349000.0
NetIncomeFromContinuingOperationNetMinorityInterest,10141000.0,37204000.0,11415000.0,45110000.0,45171000.0
ReconciledDepreciation,14667000.0,16569000.0,16565000.0,16561000.0,20608000.0
ReconciledCostOfRevenue,529923000.0,518830000.0,504343000.0,538555000.0,579201000.0
EBITDA,42626000.0,77835000.0,35841000.0,18611000.0,84984000.0
EBIT,27959000.0,61266000.0,19276000.0,2050000.0,64376000.0
NetInterestIncome,-8767000.0,-6932000.0,-6597000.0,-4344000.0,-4826000.0
InterestExpense,8767000.0,6932000.0,6597000.0,4344000.0,4826000.0
NormalizedIncome,10141000.0,37415185.261531,11720877.0,45173200.0,46194269.168766
NetIncomeFromContinuingAndDiscontinuedOperation,10141000.0,37204000.0,11415000.0,45110000.0,45171000.0
TotalExpenses,760711000.0,733360000.0,724462000.0,760589000.0,801433000.0
TotalOperatingIncomeAsReported,28121000.0,60687000.0,19610000.0,2071000.0,64528000.0
DilutedAverageShares,61405000.0,66997000.0,67042000.0,67922000.0,69140000.0
BasicAverageShares,58633000.0,65576000.0,64371000.0,63654000.0,64245000.0
DilutedEPS,0.17,0.56,0.17,0.66,0.65
BasicEPS,0.17,0.57,0.18,0.708675,0.7
DilutedNIAvailtoComStockholders,10141000.0,37204000.0,11415000.0,45110000.0,45171000.0
NetIncomeCommonStockholders,10141000.0,37204000.0,11415000.0,45110000.0,45171000.0
NetIncome,10141000.0,37204000.0,11415000.0,45110000.0,45171000.0
MinorityInterests,-64000.0,-51000.0,42000.0,,0.0
NetIncomeIncludingNoncontrollingInterests,10205000.0,37255000.0,11373000.0,45100000.0,45171000.0
NetIncomeContinuousOperations,10205000.0,37255000.0,11373000.0,45100000.0,45171000.0
TaxProvision,8987000.0,17079000.0,1306000.0,-47394000.0,14379000.0
PretaxIncome,19192000.0,54334000.0,12679000.0,-2294000.0,59550000.0
OtherIncomeExpense,2341000.0,2409000.0,1656000.0,2093000.0,789000.0
OtherNonOperatingIncomeExpenses,-162000.0,579000.0,-334000.0,-21000.0,-152000.0
SpecialIncomeCharges,0.0,-308000.0,-341000.0,-80000.0,-1349000.0
OtherSpecialCharges,,,,0.0,
WriteOff,0.0,308000.0,341000.0,80000.0,1349000.0
EarningsFromEquityInterest,2503000.0,2138000.0,2331000.0,2194000.0,2290000.0
NetNonOperatingInterestIncomeExpense,-8767000.0,-6932000.0,-6597000.0,-4344000.0,-4826000.0
InterestExpenseNonOperating,8767000.0,6932000.0,6597000.0,4344000.0,4826000.0
OperatingIncome,25618000.0,58857000.0,17620000.0,-43000.0,63587000.0
OperatingExpense,230788000.0,214530000.0,220119000.0,222034000.0,222232000.0
OtherOperatingExpenses,230788000.0,214530000.0,220119000.0,222034000.0,222232000.0
GrossProfit,256406000.0,273387000.0,237739000.0,221991000.0,285819000.0
CostOfRevenue,529923000.0,518830000.0,504343000.0,538555000.0,579201000.0
TotalRevenue,786329000.0,792217000.0,742082000.0,760546000.0,865020000.0
OperatingRevenue,786329000.0,792217000.0,742082000.0,760546000.0,865020000.0
