,2023-11-30,2023-08-31,2023-05-31,2023-02-28,2022-11-30
TaxEffectOfUnusualItems,,-15390000.0,-5890000.0,0.0,-1872.659176
TaxRateForCalcs,,0.19,0.19,0.19,0.001873
NormalizedEBITDA,,2259000000.0,768000000.0,435000000.0,-585000000.0
TotalUnusualItems,,-81000000.0,-31000000.0,0.0,-1000000.0
TotalUnusualItemsExcludingGoodwill,,-81000000.0,-31000000.0,0.0,-1000000.0
NetIncomeFromContinuingOperationNetMinorityInterest,,1074000000.0,-407000000.0,-693000000.0,-1598000000.0
ReconciledDepreciation,,595000000.0,597000000.0,582000000.0,568000000.0
ReconciledCostOfRevenue,,4516000000.0,4055000000.0,3892000000.0,4234000000.0
EBITDA,,2178000000.0,737000000.0,435000000.0,-586000000.0
EBIT,,1583000000.0,140000000.0,-147000000.0,-1154000000.0
NetInterestIncome,,-459000000.0,-473000000.0,-483000000.0,-408000000.0
InterestExpense,,518000000.0,542000000.0,539000000.0,448000000.0
InterestIncome,,59000000.0,69000000.0,56000000.0,40000000.0
NormalizedIncome,,1139610000.0,-381890000.0,-693000000.0,-1597001872.659176
NetIncomeFromContinuingAndDiscontinuedOperation,,1074000000.0,-407000000.0,-693000000.0,-1598000000.0
TotalExpenses,,5229000000.0,4791000000.0,4604000000.0,4975000000.0
TotalOperatingIncomeAsReported,,1624000000.0,120000000.0,-172000000.0,-1135000000.0
DilutedAverageShares,1263000000.0,1396000000.0,1263000000.0,1260000000.0,1259000000.0
BasicAverageShares,1263000000.0,1263000000.0,1263000000.0,1260000000.0,1259000000.0
DilutedEPS,-0.04,0.79,-0.32,-0.55,-1.27
BasicEPS,-0.04,0.85,-0.32,-0.55,-1.27
DilutedNIAvailtoComStockholders,,1098000000.0,-407000000.0,-693000000.0,-1598000000.0
AverageDilutionEarnings,,24000000.0,,,
NetIncomeCommonStockholders,,1074000000.0,-407000000.0,-693000000.0,-1598000000.0
OtherunderPreferredStockDividend,,0.0,0.0,0.0,0.0
NetIncome,,1074000000.0,-407000000.0,-693000000.0,-1598000000.0
NetIncomeIncludingNoncontrollingInterests,,1074000000.0,-407000000.0,-693000000.0,-1599000000.0
NetIncomeContinuousOperations,,1074000000.0,-407000000.0,-693000000.0,-1599000000.0
TaxProvision,,-9000000.0,5000000.0,7000000.0,-3000000.0
PretaxIncome,,1065000000.0,-402000000.0,-686000000.0,-1602000000.0
OtherNonOperatingIncomeExpenses,,-19000000.0,-17000000.0,-30000000.0,-57000000.0
SpecialIncomeCharges,,-81000000.0,-31000000.0,0.0,-1000000.0
OtherSpecialCharges,,81000000.0,31000000.0,,
ImpairmentOfCapitalAssets,,0.0,0.0,0.0,432000000.0
NetNonOperatingInterestIncomeExpense,,-459000000.0,-473000000.0,-483000000.0,-408000000.0
InterestExpenseNonOperating,,518000000.0,542000000.0,539000000.0,448000000.0
InterestIncomeNonOperating,,59000000.0,69000000.0,56000000.0,40000000.0
OperatingIncome,,1625000000.0,120000000.0,-171000000.0,-1136000000.0
OperatingExpense,,713000000.0,736000000.0,712000000.0,741000000.0
OtherOperatingExpenses,,2044000000.0,,,
DepreciationAndAmortizationInIncomeStatement,,596000000.0,597000000.0,582000000.0,568000000.0
DepreciationIncomeStatement,,596000000.0,597000000.0,582000000.0,568000000.0
SellingGeneralAndAdministration,,713000000.0,736000000.0,712000000.0,741000000.0
SellingAndMarketingExpense,,713000000.0,736000000.0,712000000.0,741000000.0
GeneralAndAdministrativeExpense,,713000000.0,736000000.0,712000000.0,741000000.0
GrossProfit,,2338000000.0,856000000.0,541000000.0,-395000000.0
CostOfRevenue,,4516000000.0,4055000000.0,3892000000.0,4234000000.0
TotalRevenue,,6854000000.0,4911000000.0,4433000000.0,3839000000.0
OperatingRevenue,,6854000000.0,4911000000.0,4433000000.0,3839000000.0
