,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,0.0,0.0,6782335.0,33683495.658294
TaxRateForCalcs,0.263535,0.249953,0.256,0.245,0.238494
NormalizedEBITDA,580840000.0,535267000.0,444325000.0,213113000.0,767643000.0
TotalUnusualItems,0.0,0.0,0.0,27683000.0,141234000.0
TotalUnusualItemsExcludingGoodwill,0.0,0.0,0.0,27683000.0,141234000.0
NetIncomeFromContinuingOperationNetMinorityInterest,445536000.0,414789000.0,320216000.0,191530000.0,640536000.0
ReconciledDepreciation,22224000.0,20156000.0,18611000.0,15482000.0,23549000.0
ReconciledCostOfRevenue,2220123000.0,1943527000.0,1853728000.0,1343358000.0,2747525000.0
EBITDA,580840000.0,535267000.0,444325000.0,240796000.0,908877000.0
EBIT,558616000.0,515111000.0,425714000.0,225314000.0,885328000.0
NetInterestIncome,12946000.0,8109000.0,,,
InterestIncome,12946000.0,8109000.0,,,
NormalizedIncome,445536000.0,414789000.0,320216000.0,170629335.0,532985495.658294
NetIncomeFromContinuingAndDiscontinuedOperation,445536000.0,414789000.0,320216000.0,191530000.0,640536000.0
TotalExpenses,2461531000.0,2172531000.0,2081265000.0,1554855000.0,3021906000.0
TotalOperatingIncomeAsReported,558616000.0,515111000.0,425714000.0,225314000.0,690228000.0
DilutedAverageShares,108388000.0,111123000.0,112184000.0,112336000.0,113793000.0
BasicAverageShares,107465000.0,110003000.0,111214000.0,111397000.0,112914000.0
DilutedEPS,4.11,3.73,2.85,1.7,5.63
BasicEPS,4.15,3.77,2.88,1.72,5.67
DilutedNIAvailtoComStockholders,445536000.0,414789000.0,320216000.0,191530000.0,640536000.0
NetIncomeCommonStockholders,445536000.0,414789000.0,320216000.0,191530000.0,640536000.0
NetIncome,445536000.0,414789000.0,320216000.0,191530000.0,640536000.0
NetIncomeIncludingNoncontrollingInterests,445536000.0,414789000.0,320216000.0,191530000.0,640536000.0
NetIncomeContinuousOperations,445536000.0,414789000.0,320216000.0,191530000.0,640536000.0
TaxProvision,159430000.0,138228000.0,110376000.0,62266000.0,200608000.0
PretaxIncome,604966000.0,553017000.0,430592000.0,253796000.0,841144000.0
OtherIncomeExpense,33404000.0,29797000.0,4878000.0,28482000.0,150916000.0
OtherNonOperatingIncomeExpenses,4119000.0,-751000.0,10180000.0,5232000.0,13913000.0
SpecialIncomeCharges,0.0,0.0,0.0,27683000.0,141234000.0
OtherSpecialCharges,0.0,,,-27683000.0,
EarningsFromEquityInterest,29285000.0,30548000.0,-5302000.0,-4433000.0,-4231000.0
NetNonOperatingInterestIncomeExpense,12946000.0,8109000.0,,,
InterestIncomeNonOperating,12946000.0,8109000.0,,,
OperatingIncome,558616000.0,515111000.0,425714000.0,225314000.0,690228000.0
OperatingExpense,241408000.0,229004000.0,227537000.0,211497000.0,274381000.0
SellingGeneralAndAdministration,241408000.0,229004000.0,227537000.0,211497000.0,274381000.0
GrossProfit,800024000.0,744115000.0,653251000.0,436811000.0,964609000.0
CostOfRevenue,2220123000.0,1943527000.0,1853728000.0,1343358000.0,2747525000.0
TotalRevenue,3020147000.0,2687642000.0,2506979000.0,1780169000.0,3712134000.0
OperatingRevenue,3020147000.0,2687642000.0,2506979000.0,1780169000.0,3712134000.0
