,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,-21232785.0,0.0,0.0,-85661730.0,0.0
TaxRateForCalcs,0.285,0.298,0.291,0.21,0.276
NormalizedEBITDA,585086000.0,573266000.0,485530000.0,1210414000.0,431615000.0
TotalUnusualItems,-74501000.0,0.0,,-407913000.0,0.0
TotalUnusualItemsExcludingGoodwill,-74501000.0,0.0,,-407913000.0,0.0
NetIncomeFromContinuingOperationNetMinorityInterest,248714000.0,341603000.0,290405000.0,119811000.0,255470000.0
ReconciledDepreciation,97969000.0,94009000.0,84116000.0,80162000.0,79188000.0
ReconciledCostOfRevenue,850838000.0,818524000.0,767749000.0,1166230000.0,741038000.0
EBITDA,510585000.0,573266000.0,485530000.0,802501000.0,431615000.0
EBIT,412616000.0,479257000.0,401414000.0,722339000.0,352427000.0
NormalizedIncome,301982215.0,341603000.0,290405000.0,442062270.0,255470000.0
NetIncomeFromContinuingAndDiscontinuedOperation,248714000.0,341603000.0,290405000.0,119811000.0,255470000.0
TotalExpenses,1791602000.0,1729908000.0,1599378000.0,2049499000.0,1504462000.0
TotalOperatingIncomeAsReported,338115000.0,479257000.0,401414000.0,314426000.0,352427000.0
DilutedAverageShares,126770000.0,127263000.0,127621000.0,127802000.0,127820000.0
BasicAverageShares,126460000.0,126969000.0,127246000.0,127456000.0,127511000.0
DilutedEPS,1.96,2.68,2.28,0.94,2.0
BasicEPS,1.97,2.69,2.28,0.94,2.0
DilutedNIAvailtoComStockholders,248714000.0,341603000.0,290405000.0,119811000.0,255470000.0
NetIncomeCommonStockholders,248714000.0,341603000.0,290405000.0,119811000.0,255470000.0
NetIncome,248714000.0,341603000.0,290405000.0,119811000.0,255470000.0
NetIncomeIncludingNoncontrollingInterests,248714000.0,341603000.0,290405000.0,119811000.0,255470000.0
NetIncomeContinuousOperations,248714000.0,341603000.0,290405000.0,119811000.0,255470000.0
TaxProvision,99243000.0,145016000.0,119034000.0,198324000.0,97288000.0
PretaxIncome,347957000.0,486619000.0,409439000.0,318135000.0,352758000.0
OtherIncomeExpense,-64659000.0,7362000.0,8025000.0,-404204000.0,331000.0
OtherNonOperatingIncomeExpenses,9842000.0,7362000.0,8025000.0,3709000.0,331000.0
SpecialIncomeCharges,-74501000.0,0.0,,-407913000.0,0.0
GainOnSaleOfPPE,0.0,0.0,,0.0,0.0
ImpairmentOfCapitalAssets,74501000.0,,,,0.0
RestructuringAndMergernAcquisition,,,,0.0,0.0
OperatingIncome,412616000.0,479257000.0,401414000.0,722339000.0,352427000.0
OperatingExpense,844048000.0,819254000.0,749391000.0,805280000.0,686425000.0
DepreciationAmortizationDepletionIncomeStatement,1253000.0,1879000.0,1878000.0,2173000.0,2189000.0
DepreciationAndAmortizationInIncomeStatement,1253000.0,1879000.0,1878000.0,2173000.0,2189000.0
Amortization,1253000.0,1879000.0,1878000.0,2173000.0,2189000.0
AmortizationOfIntangiblesIncomeStatement,1253000.0,1879000.0,1878000.0,2173000.0,2189000.0
SellingGeneralAndAdministration,842795000.0,817375000.0,747513000.0,803107000.0,684236000.0
GrossProfit,1256664000.0,1298511000.0,1150805000.0,1527619000.0,1038852000.0
CostOfRevenue,947554000.0,910654000.0,849987000.0,1244219000.0,818037000.0
TotalRevenue,2204218000.0,2209165000.0,2000792000.0,2771838000.0,1856889000.0
OperatingRevenue,2204218000.0,2209165000.0,2000792000.0,2771838000.0,1856889000.0
