,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,-16899.553258,-32868.0,-3002.663116,-9703.240478,-54804.829966
TaxRateForCalcs,0.228372,0.198,0.073236,0.142695,0.226466
NormalizedEBITDA,-17239000.0,21353000.0,16751000.0,13129000.0,13959000.0
TotalUnusualItems,-74000.0,-166000.0,-41000.0,-68000.0,-242000.0
TotalUnusualItemsExcludingGoodwill,-74000.0,-166000.0,-41000.0,-68000.0,-242000.0
NetIncomeFromContinuingOperationNetMinorityInterest,-27463000.0,4186000.0,2088000.0,1508000.0,3139000.0
ReconciledDepreciation,1696000.0,1693000.0,1605000.0,1537000.0,1309000.0
ReconciledCostOfRevenue,198563000.0,203879000.0,223602000.0,183014000.0,206142000.0
EBITDA,-17313000.0,21187000.0,16710000.0,13061000.0,13717000.0
EBIT,-19009000.0,19494000.0,15105000.0,11524000.0,12408000.0
NetInterestIncome,-16582000.0,-14274000.0,-12852000.0,-9765000.0,-8350000.0
InterestExpense,16582000.0,14274000.0,12852000.0,9765000.0,8350000.0
NormalizedIncome,-27405899.553258,4319132.0,2125997.336884,1566296.759522,3326195.170034
NetIncomeFromContinuingAndDiscontinuedOperation,-27463000.0,4186000.0,2088000.0,1508000.0,3139000.0
TotalExpenses,380517000.0,348365000.0,373163000.0,314938000.0,339190000.0
DilutedAverageShares,6386208.0,6635002.0,,6536785.0,6548271.0
BasicAverageShares,6386208.0,6381704.0,,6370031.0,6368840.0
DilutedEPS,-4.3,0.63,,0.23,0.48
BasicEPS,-4.3,0.65,,0.24,0.49
DilutedNIAvailtoComStockholders,-27473000.0,4176000.0,2078000.0,1498000.0,3129000.0
NetIncomeCommonStockholders,-27473000.0,4176000.0,2078000.0,1498000.0,3129000.0
PreferredStockDividends,10000.0,10000.0,10000.0,10000.0,10000.0
NetIncome,-27463000.0,4186000.0,2088000.0,1508000.0,3139000.0
NetIncomeIncludingNoncontrollingInterests,-27463000.0,4186000.0,2088000.0,1508000.0,3139000.0
NetIncomeContinuousOperations,-27463000.0,4186000.0,2088000.0,1508000.0,3139000.0
TaxProvision,-8128000.0,1034000.0,165000.0,251000.0,919000.0
PretaxIncome,-35591000.0,5220000.0,2253000.0,1759000.0,4058000.0
OtherIncomeExpense,-74000.0,-166000.0,-41000.0,-68000.0,-242000.0
SpecialIncomeCharges,-74000.0,-166000.0,-41000.0,-68000.0,-242000.0
GainOnSaleOfPPE,-74000.0,-166000.0,-41000.0,-68000.0,-242000.0
NetNonOperatingInterestIncomeExpense,-16582000.0,-14274000.0,-12852000.0,-9765000.0,-8350000.0
InterestExpenseNonOperating,16582000.0,14274000.0,12852000.0,9765000.0,8350000.0
OperatingIncome,-18935000.0,19660000.0,15146000.0,11592000.0,12650000.0
OperatingExpense,181954000.0,144486000.0,149561000.0,131924000.0,133048000.0
ProvisionForDoubtfulAccounts,135395000.0,96323000.0,102141000.0,85650000.0,88828000.0
DepreciationAmortizationDepletionIncomeStatement,1696000.0,1693000.0,1605000.0,1537000.0,1309000.0
DepreciationAndAmortizationInIncomeStatement,1696000.0,1693000.0,1605000.0,1537000.0,1309000.0
SellingGeneralAndAdministration,44863000.0,46470000.0,45815000.0,44737000.0,42911000.0
GrossProfit,163019000.0,164146000.0,164707000.0,143516000.0,145698000.0
CostOfRevenue,198563000.0,203879000.0,223602000.0,183014000.0,206142000.0
TotalRevenue,361582000.0,368025000.0,388309000.0,326530000.0,351840000.0
OperatingRevenue,361582000.0,368025000.0,388309000.0,326530000.0,351840000.0
