,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,0.0,0.0,0.0,0.0
TaxRateForCalcs,0.214,0.179156,0.204,0.221,0.215
NormalizedEBITDA,438726000.0,434981000.0,456150000.0,404292000.0,350830000.0
NetIncomeFromContinuingOperationNetMinorityInterest,332527000.0,347785000.0,350431000.0,293677000.0,245848000.0
ReconciledDepreciation,43350000.0,44364000.0,37226000.0,38767000.0,39327000.0
ReconciledCostOfRevenue,556397000.0,540013000.0,538401000.0,530224000.0,523889000.0
EBITDA,438726000.0,434981000.0,456150000.0,404292000.0,350830000.0
EBIT,395376000.0,390617000.0,418924000.0,365525000.0,311503000.0
NetInterestIncome,32005000.0,29148000.0,17878000.0,14480000.0,4422000.0
InterestIncome,32005000.0,,,,4422000.0
NormalizedIncome,332527000.0,347785000.0,350431000.0,293677000.0,245848000.0
NetIncomeFromContinuingAndDiscontinuedOperation,332527000.0,347785000.0,350431000.0,293677000.0,245848000.0
TotalExpenses,625040000.0,606974000.0,602907000.0,591199000.0,581869000.0
TotalOperatingIncomeAsReported,395376000.0,390617000.0,418924000.0,365525000.0,311503000.0
DilutedAverageShares,971682000.0,970255000.0,967380000.0,965072000.0,964336000.0
BasicAverageShares,958127000.0,955773000.0,953574000.0,952752000.0,952198000.0
DilutedEPS,0.34,0.36,0.36,0.305,0.25
BasicEPS,0.35,0.36,0.365,0.31,0.26
DilutedNIAvailtoComStockholders,332527000.0,347785000.0,350431000.0,293677000.0,245848000.0
NetIncomeCommonStockholders,332527000.0,347785000.0,350431000.0,293677000.0,245848000.0
NetIncome,332527000.0,347785000.0,350431000.0,293677000.0,245848000.0
MinorityInterests,-5000.0,,,,0.0
NetIncomeIncludingNoncontrollingInterests,332532000.0,347785000.0,350431000.0,293677000.0,245848000.0
NetIncomeContinuousOperations,332532000.0,347785000.0,350431000.0,293677000.0,245848000.0
TaxProvision,90777000.0,75907000.0,89999000.0,83426000.0,67255000.0
PretaxIncome,423309000.0,423692000.0,440430000.0,377103000.0,313103000.0
OtherIncomeExpense,-4072000.0,3927000.0,3628000.0,-2902000.0,-2822000.0
OtherNonOperatingIncomeExpenses,-4072000.0,3927000.0,3628000.0,-2902000.0,-2822000.0
NetNonOperatingInterestIncomeExpense,32005000.0,29148000.0,17878000.0,14480000.0,4422000.0
TotalOtherFinanceCost,,-29148000.0,-17878000.0,-14480000.0,-4422000.0
InterestIncomeNonOperating,32005000.0,,,,4422000.0
OperatingIncome,395376000.0,390617000.0,418924000.0,365525000.0,311503000.0
OperatingExpense,68643000.0,66961000.0,64506000.0,60975000.0,57980000.0
SellingGeneralAndAdministration,68643000.0,66961000.0,64506000.0,60975000.0,57980000.0
GeneralAndAdministrativeExpense,68643000.0,66961000.0,64506000.0,60975000.0,57980000.0
OtherGandA,68643000.0,66961000.0,64506000.0,60975000.0,57980000.0
GrossProfit,464019000.0,457578000.0,483430000.0,426500000.0,369483000.0
CostOfRevenue,556397000.0,540013000.0,538401000.0,530224000.0,523889000.0
TotalRevenue,1020416000.0,997591000.0,1021831000.0,956724000.0,893372000.0
OperatingRevenue,1020416000.0,997591000.0,1021831000.0,956724000.0,893372000.0
