,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,2196810.0,-323400.0,-203580.345286,1018290.0,-46039.89432
TaxRateForCalcs,0.21,0.21,0.029659,0.21,0.007662
NormalizedEBITDA,-9228000.0,4419000.0,-3723000.0,6331000.0,2912000.0
TotalUnusualItems,10461000.0,-1540000.0,-6864000.0,4849000.0,-6009000.0
TotalUnusualItemsExcludingGoodwill,10461000.0,-1540000.0,-6864000.0,4849000.0,-6009000.0
NetIncomeFromContinuingOperationNetMinorityInterest,3321000.0,517000.0,-10960000.0,10892000.0,-3756000.0
ReconciledDepreciation,517000.0,503000.0,506000.0,506000.0,492000.0
ReconciledCostOfRevenue,5776000.0,42546000.0,13998000.0,37508000.0,47485000.0
EBITDA,1233000.0,2879000.0,-10587000.0,11180000.0,-3097000.0
EBIT,716000.0,2376000.0,-11093000.0,10674000.0,-3589000.0
NetInterestIncome,-201000.0,-209000.0,-202000.0,-198000.0,-196000.0
InterestExpense,201000.0,209000.0,202000.0,198000.0,196000.0
NormalizedIncome,-4943190.0,1733600.0,-4299580.345286,7061290.0,2206960.10568
NetIncomeFromContinuingAndDiscontinuedOperation,3321000.0,517000.0,-10960000.0,10892000.0,-3756000.0
TotalExpenses,11541000.0,35167000.0,23701000.0,42843000.0,53781000.0
TotalOperatingIncomeAsReported,-11385000.0,3670000.0,-3484000.0,5088000.0,3593000.0
DilutedAverageShares,391423178.0,,375759521.0,377825545.0,336790726.0
BasicAverageShares,382380679.0,,375759521.0,369608851.0,336790726.0
DilutedEPS,0.01,,-0.03,0.03,-0.01
BasicEPS,0.01,,-0.03,0.03,-0.01
DilutedNIAvailtoComStockholders,3321000.0,517000.0,-10960000.0,10892000.0,-3756000.0
NetIncomeCommonStockholders,3321000.0,517000.0,-10960000.0,10892000.0,-3756000.0
NetIncome,3321000.0,517000.0,-10960000.0,10892000.0,-3756000.0
NetIncomeIncludingNoncontrollingInterests,3321000.0,517000.0,-10960000.0,10892000.0,-3756000.0
NetIncomeContinuousOperations,3321000.0,517000.0,-10960000.0,10892000.0,-3756000.0
TaxProvision,-2806000.0,1650000.0,-335000.0,-416000.0,-29000.0
PretaxIncome,515000.0,2167000.0,-11295000.0,10476000.0,-3785000.0
OtherIncomeExpense,12149000.0,-1406000.0,-7609000.0,5586000.0,-7100000.0
OtherNonOperatingIncomeExpenses,229000.0,143000.0,155000.0,853000.0,-1122000.0
SpecialIncomeCharges,1000.0,-91000.0,235000.0,1726000.0,0.0
GainOnSaleOfPPE,1000.0,,,,0.0
OtherSpecialCharges,,,,-1726000.0,
WriteOff,,0.0,0.0,,
RestructuringAndMergernAcquisition,,-1000.0,-235000.0,0.0,
EarningsFromEquityInterest,1459000.0,-9000.0,-900000.0,-116000.0,31000.0
GainOnSaleOfSecurity,10460000.0,-1449000.0,-7099000.0,3123000.0,-6009000.0
NetNonOperatingInterestIncomeExpense,-201000.0,-209000.0,-202000.0,-198000.0,-196000.0
InterestExpenseNonOperating,201000.0,209000.0,202000.0,198000.0,196000.0
OperatingIncome,-11433000.0,3782000.0,-3484000.0,5088000.0,3511000.0
OperatingExpense,5765000.0,-7379000.0,9703000.0,5335000.0,6296000.0
OtherOperatingExpenses,,,5452000.0,,
DepreciationAmortizationDepletionIncomeStatement,517000.0,503000.0,506000.0,506000.0,492000.0
DepreciationAndAmortizationInIncomeStatement,517000.0,503000.0,506000.0,506000.0,492000.0
SellingGeneralAndAdministration,5248000.0,5768000.0,3745000.0,4829000.0,5804000.0
GeneralAndAdministrativeExpense,5248000.0,5768000.0,3745000.0,4829000.0,5804000.0
OtherGandA,2479000.0,5768000.0,3745000.0,4829000.0,2888000.0
SalariesAndWages,2769000.0,,,,2916000.0
GrossProfit,-5668000.0,-3597000.0,6219000.0,10423000.0,9807000.0
CostOfRevenue,5776000.0,42546000.0,13998000.0,37508000.0,47485000.0
TotalRevenue,108000.0,38949000.0,20217000.0,47931000.0,57292000.0
OperatingRevenue,108000.0,38949000.0,20217000.0,47931000.0,57292000.0
