,2023-11-30,2023-08-31,2023-05-31,2023-02-28,2022-11-30
TaxEffectOfUnusualItems,0.0,0.0,0.0,0.0,0.0
TaxRateForCalcs,0.242,0.243,0.207113,0.263,0.253
NormalizedEBITDA,117600000.0,-83300000.0,115800000.0,-11600000.0,116100000.0
TotalUnusualItems,,,0.0,0.0,0.0
TotalUnusualItemsExcludingGoodwill,,,0.0,0.0,0.0
NetIncomeFromContinuingOperationNetMinorityInterest,76900000.0,-74200000.0,75700000.0,-19200000.0,75300000.0
ReconciledDepreciation,16300000.0,15800000.0,16300000.0,16100000.0,16000000.0
ReconciledCostOfRevenue,231900000.0,127600000.0,217800000.0,158500000.0,258200000.0
EBITDA,117600000.0,-83300000.0,115800000.0,-11600000.0,116100000.0
EBIT,101300000.0,-99100000.0,99500000.0,-27700000.0,100100000.0
NetInterestIncome,400000.0,1400000.0,3500000.0,1400000.0,700000.0
InterestIncome,400000.0,,,,700000.0
NormalizedIncome,76900000.0,-74200000.0,75700000.0,-19200000.0,75300000.0
NetIncomeFromContinuingAndDiscontinuedOperation,76900000.0,-74200000.0,75700000.0,-19200000.0,75300000.0
TotalExpenses,461300000.0,327600000.0,436300000.0,352600000.0,487800000.0
TotalOperatingIncomeAsReported,101300000.0,-99100000.0,92000000.0,-27700000.0,100100000.0
DilutedAverageShares,31400000.0,31600000.0,33498000.0,33700000.0,35400000.0
BasicAverageShares,30700000.0,31600000.0,32585000.0,33700000.0,34500000.0
DilutedEPS,2.45,-2.35,2.26,-0.57,2.12
BasicEPS,2.51,-2.35,2.33,-0.57,2.17
DilutedNIAvailtoComStockholders,76900000.0,-74200000.0,75700000.0,-19200000.0,75300000.0
NetIncomeCommonStockholders,76900000.0,-74200000.0,75700000.0,-19200000.0,75300000.0
NetIncome,76900000.0,-74200000.0,75700000.0,-19200000.0,75300000.0
MinorityInterests,0.0,0.0,100000.0,-100000.0,-100000.0
NetIncomeIncludingNoncontrollingInterests,76900000.0,-74200000.0,75800000.0,-19300000.0,75400000.0
NetIncomeContinuousOperations,76900000.0,-74200000.0,75800000.0,-19300000.0,75400000.0
TaxProvision,24600000.0,-23800000.0,19800000.0,-6900000.0,25500000.0
PretaxIncome,101500000.0,-98000000.0,95600000.0,-26200000.0,100900000.0
OtherIncomeExpense,-200000.0,-300000.0,100000.0,100000.0,100000.0
OtherNonOperatingIncomeExpenses,-200000.0,-300000.0,100000.0,100000.0,100000.0
SpecialIncomeCharges,,,0.0,0.0,0.0
GainOnSaleOfPPE,,,0.0,0.0,0.0
NetNonOperatingInterestIncomeExpense,400000.0,1400000.0,3500000.0,1400000.0,700000.0
TotalOtherFinanceCost,,-1400000.0,,-1400000.0,
InterestIncomeNonOperating,400000.0,,,,700000.0
OperatingIncome,101300000.0,-99100000.0,92000000.0,-27700000.0,100100000.0
OperatingExpense,227200000.0,197600000.0,215900000.0,191500000.0,227400000.0
DepreciationAmortizationDepletionIncomeStatement,14100000.0,13400000.0,13700000.0,13500000.0,13800000.0
DepreciationAndAmortizationInIncomeStatement,14100000.0,13400000.0,13700000.0,13500000.0,13800000.0
SellingGeneralAndAdministration,213100000.0,184200000.0,202200000.0,178000000.0,213600000.0
GeneralAndAdministrativeExpense,,184200000.0,,,
OtherGandA,,181900000.0,,,
SalariesAndWages,,2300000.0,,,
GrossProfit,328500000.0,98500000.0,307900000.0,163800000.0,327500000.0
CostOfRevenue,234100000.0,130000000.0,220400000.0,161100000.0,260400000.0
TotalRevenue,562600000.0,228500000.0,528300000.0,324900000.0,587900000.0
OperatingRevenue,562600000.0,228500000.0,528300000.0,324900000.0,587900000.0
