,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,-9228141.0,-15709545.0,1331583.40342,-8330322.0,-2830380.0
TaxRateForCalcs,0.117,0.135,0.201663,0.077,0.21
NormalizedEBITDA,109954000.0,64706000.0,139676000.0,94698000.0,123561000.0
TotalUnusualItems,-78873000.0,-116367000.0,6603000.0,-108186000.0,-13478000.0
TotalUnusualItemsExcludingGoodwill,-78873000.0,-116367000.0,6603000.0,-108186000.0,-13478000.0
NetIncomeFromContinuingOperationNetMinorityInterest,-19445000.0,-92264000.0,68344000.0,-71469000.0,38193000.0
ReconciledDepreciation,40174000.0,43728000.0,50111000.0,52442000.0,52421000.0
ReconciledCostOfRevenue,129005000.0,129021000.0,143538000.0,141577000.0,137991000.0
EBITDA,31081000.0,-51661000.0,146279000.0,-13488000.0,110083000.0
EBIT,-9093000.0,-95389000.0,96168000.0,-65930000.0,57662000.0
NetInterestIncome,-12937000.0,-11334000.0,-10560000.0,-11521000.0,-9332000.0
InterestExpense,12937000.0,11334000.0,10560000.0,11521000.0,9332000.0
NormalizedIncome,50199859.0,8393455.0,63072583.40342,28386678.0,48840620.0
NetIncomeFromContinuingAndDiscontinuedOperation,-19445000.0,-92264000.0,68344000.0,-71469000.0,38193000.0
TotalExpenses,421461000.0,428550000.0,439470000.0,449817000.0,443441000.0
TotalOperatingIncomeAsReported,46245000.0,-16355000.0,82472000.0,-67056000.0,57439000.0
DilutedAverageShares,55102000.0,55270000.0,56137000.0,55514000.0,56195000.0
BasicAverageShares,55102000.0,55270000.0,55355000.0,55514000.0,55622000.0
DilutedEPS,-0.35,-1.67,1.22,-1.29,0.68
BasicEPS,-0.35,-1.67,1.23,-1.29,0.69
DilutedNIAvailtoComStockholders,-19445000.0,-92264000.0,68344000.0,-71469000.0,38193000.0
NetIncomeCommonStockholders,-19445000.0,-92264000.0,68344000.0,-71469000.0,38193000.0
NetIncome,-19445000.0,-92264000.0,68344000.0,-71469000.0,38193000.0
NetIncomeIncludingNoncontrollingInterests,-19445000.0,-92264000.0,68344000.0,-71469000.0,38193000.0
NetIncomeContinuousOperations,-19445000.0,-92264000.0,68344000.0,-71469000.0,38193000.0
TaxProvision,-2585000.0,-14459000.0,17264000.0,-5982000.0,10137000.0
PretaxIncome,-22030000.0,-106723000.0,85608000.0,-77451000.0,48330000.0
OtherIncomeExpense,-80440000.0,-117852000.0,9511000.0,-107481000.0,-13733000.0
OtherNonOperatingIncomeExpenses,-1567000.0,-1485000.0,2908000.0,705000.0,-255000.0
SpecialIncomeCharges,-76516000.0,-114747000.0,5992000.0,-108607000.0,-13956000.0
GainOnSaleOfPPE,,,,0.0,0.0
ImpairmentOfCapitalAssets,51414000.0,102624000.0,0.0,99800000.0,0.0
RestructuringAndMergernAcquisition,25102000.0,12123000.0,4185000.0,8807000.0,13956000.0
GainOnSaleOfSecurity,-2357000.0,-1620000.0,611000.0,421000.0,478000.0
NetNonOperatingInterestIncomeExpense,-12937000.0,-11334000.0,-10560000.0,-11521000.0,-9332000.0
InterestExpenseNonOperating,12937000.0,11334000.0,10560000.0,11521000.0,9332000.0
OperatingIncome,71347000.0,22463000.0,86657000.0,41551000.0,71395000.0
OperatingExpense,265847000.0,271449000.0,265313000.0,275766000.0,273139000.0
OtherOperatingExpenses,,255801000.0,245821000.0,255798000.0,253029000.0
DepreciationAmortizationDepletionIncomeStatement,13565000.0,15648000.0,19492000.0,19968000.0,20110000.0
DepreciationAndAmortizationInIncomeStatement,13565000.0,15648000.0,19492000.0,19968000.0,20110000.0
Amortization,13565000.0,15648000.0,19492000.0,19968000.0,20110000.0
AmortizationOfIntangiblesIncomeStatement,13565000.0,15648000.0,19492000.0,19968000.0,20110000.0
SellingGeneralAndAdministration,252282000.0,,245821000.0,255798000.0,253029000.0
GeneralAndAdministrativeExpense,252282000.0,,245821000.0,255798000.0,253029000.0
OtherGandA,252282000.0,,245821000.0,255798000.0,253029000.0
GrossProfit,337194000.0,293912000.0,351970000.0,317317000.0,344534000.0
CostOfRevenue,155614000.0,157101000.0,174157000.0,174051000.0,170302000.0
TotalRevenue,492808000.0,451013000.0,526127000.0,491368000.0,514836000.0
OperatingRevenue,492808000.0,451013000.0,526127000.0,491368000.0,514836000.0
