,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,0.0,-931560.0,-985950.0,-786240.0
TaxRateForCalcs,0.288,0.338,0.21,0.21,0.21
NormalizedEBITDA,179053000.0,132763000.0,78487000.0,128635000.0,54428000.0
TotalUnusualItems,0.0,0.0,-4436000.0,-4695000.0,-3744000.0
TotalUnusualItemsExcludingGoodwill,0.0,0.0,-4436000.0,-4695000.0,-3744000.0
NetIncomeFromContinuingOperationNetMinorityInterest,96211000.0,56894000.0,16571000.0,38333000.0,-2214000.0
ReconciledDepreciation,33136000.0,36383000.0,36028000.0,33850000.0,32850000.0
ReconciledCostOfRevenue,370762000.0,350965000.0,326200000.0,531529000.0,359268000.0
EBITDA,179053000.0,132763000.0,74051000.0,123940000.0,50684000.0
EBIT,145917000.0,96380000.0,38023000.0,90090000.0,17834000.0
NetInterestIncome,-671000.0,-1097000.0,-3443000.0,-4113000.0,-7295000.0
InterestExpense,8568000.0,7635000.0,7458000.0,7181000.0,7586000.0
InterestIncome,7897000.0,6538000.0,4015000.0,3068000.0,291000.0
NormalizedIncome,96211000.0,56894000.0,20075440.0,42042050.0,743760.0
NetIncomeFromContinuingAndDiscontinuedOperation,96211000.0,56894000.0,16571000.0,38333000.0,-2214000.0
TotalExpenses,918411000.0,845503000.0,797550000.0,1108097000.0,858797000.0
TotalOperatingIncomeAsReported,138020000.0,89842000.0,34008000.0,87022000.0,17543000.0
DilutedAverageShares,52624000.0,51548000.0,51467000.0,51217000.0,49486000.0
BasicAverageShares,50504000.0,50322000.0,49574000.0,49216000.0,49486000.0
DilutedEPS,1.83,1.1,0.32,0.75,-0.04
BasicEPS,1.91,1.13,0.33,0.78,-0.04
DilutedNIAvailtoComStockholders,96211000.0,56894000.0,16571000.0,38333000.0,-2214000.0
NetIncomeCommonStockholders,96211000.0,56894000.0,16571000.0,38333000.0,-2214000.0
NetIncome,96211000.0,56894000.0,16571000.0,38333000.0,-2214000.0
MinorityInterests,-1521000.0,-1837000.0,-1276000.0,-2358000.0,-1496000.0
NetIncomeIncludingNoncontrollingInterests,97732000.0,58731000.0,17847000.0,40691000.0,-718000.0
NetIncomeContinuousOperations,97732000.0,58731000.0,17847000.0,40691000.0,-718000.0
TaxProvision,39617000.0,30014000.0,12718000.0,42218000.0,10966000.0
PretaxIncome,137349000.0,88745000.0,30565000.0,82909000.0,10248000.0
OtherIncomeExpense,,,-4436000.0,-4695000.0,-3744000.0
SpecialIncomeCharges,0.0,0.0,-4436000.0,-4695000.0,-3744000.0
ImpairmentOfCapitalAssets,0.0,0.0,4436000.0,4695000.0,3744000.0
NetNonOperatingInterestIncomeExpense,-671000.0,-1097000.0,-3443000.0,-4113000.0,-7295000.0
InterestExpenseNonOperating,8568000.0,7635000.0,7458000.0,7181000.0,7586000.0
InterestIncomeNonOperating,7897000.0,6538000.0,4015000.0,3068000.0,291000.0
OperatingIncome,138020000.0,89842000.0,38444000.0,91717000.0,21287000.0
OperatingExpense,547649000.0,494538000.0,471350000.0,576568000.0,499529000.0
OtherOperatingExpenses,1256000.0,-2694000.0,-2894000.0,1220000.0,-1005000.0
SellingGeneralAndAdministration,546393000.0,497232000.0,474244000.0,575348000.0,500534000.0
SellingAndMarketingExpense,383883000.0,352730000.0,331613000.0,437264000.0,367333000.0
GeneralAndAdministrativeExpense,162510000.0,144502000.0,142631000.0,138084000.0,133201000.0
OtherGandA,162510000.0,144502000.0,142631000.0,138084000.0,133201000.0
GrossProfit,685669000.0,584380000.0,509794000.0,668285000.0,520816000.0
CostOfRevenue,370762000.0,350965000.0,326200000.0,531529000.0,359268000.0
TotalRevenue,1056431000.0,935345000.0,835994000.0,1199814000.0,880084000.0
OperatingRevenue,1056431000.0,935345000.0,835994000.0,1199814000.0,880084000.0
