,2023-11-30,2023-08-31,2023-05-31,2023-02-28,2022-11-30
TaxEffectOfUnusualItems,-215985.0,123480.0,-1207950.522409,-5276941.0,794310.0
TaxRateForCalcs,0.255,0.252,0.26601,0.359,0.249
NormalizedEBITDA,267657000.0,344021000.0,284573000.0,126378000.0,238197000.0
TotalUnusualItems,-847000.0,490000.0,-4541000.0,-14699000.0,3190000.0
TotalUnusualItemsExcludingGoodwill,-847000.0,490000.0,-4541000.0,-14699000.0,3190000.0
NetIncomeFromContinuingOperationNetMinorityInterest,145505000.0,201082000.0,151360000.0,26974000.0,131344000.0
ReconciledDepreciation,40638000.0,43539000.0,39763000.0,38436000.0,38334000.0
ReconciledCostOfRevenue,1044047000.0,1183240000.0,1241062000.0,978142000.0,1101317000.0
EBITDA,266810000.0,344511000.0,280032000.0,111679000.0,241387000.0
EBIT,226172000.0,300972000.0,240269000.0,73243000.0,203053000.0
NetInterestIncome,-25451000.0,-26367000.0,-31185000.0,-28490000.0,-25529000.0
InterestExpense,30348000.0,31818000.0,33630000.0,30756000.0,27918000.0
InterestIncome,4897000.0,5451000.0,2445000.0,2266000.0,2389000.0
NormalizedIncome,146136015.0,200715480.0,154693049.477591,36396059.0,128948310.0
NetIncomeFromContinuingAndDiscontinuedOperation,145505000.0,201082000.0,151360000.0,26974000.0,131344000.0
TotalExpenses,1567336000.0,1714272000.0,1771133000.0,1428161000.0,1591924000.0
DilutedAverageShares,128249000.0,128771000.0,,128035000.0,128911000.0
BasicAverageShares,127758000.0,127633000.0,,127495000.0,127585000.0
DilutedEPS,1.13,1.56,,0.21,1.02
BasicEPS,1.13,1.57,,0.21,1.02
DilutedNIAvailtoComStockholders,144800000.0,201082000.0,151360000.0,26700000.0,131344000.0
AverageDilutionEarnings,2000.0,872000.0,563000.0,0.0,676000.0
NetIncomeCommonStockholders,144798000.0,200210000.0,150797000.0,26700000.0,130668000.0
OtherunderPreferredStockDividend,707000.0,872000.0,563000.0,274000.0,676000.0
NetIncome,145505000.0,201082000.0,151360000.0,26974000.0,131344000.0
MinorityInterests,-310000.0,-231000.0,-311000.0,-265000.0,-198000.0
NetIncomeIncludingNoncontrollingInterests,145815000.0,201313000.0,151671000.0,27239000.0,131542000.0
NetIncomeContinuousOperations,145815000.0,201313000.0,151671000.0,27239000.0,131542000.0
TaxProvision,50009000.0,67841000.0,54968000.0,15248000.0,43593000.0
PretaxIncome,195824000.0,269154000.0,206639000.0,42487000.0,175135000.0
OtherIncomeExpense,-3664000.0,-2064000.0,-7253000.0,-17038000.0,880000.0
OtherNonOperatingIncomeExpenses,-2817000.0,-2554000.0,-2712000.0,-2339000.0,-2310000.0
SpecialIncomeCharges,-1239000.0,-6498000.0,-5934000.0,-15156000.0,-1272000.0
GainOnSaleOfPPE,,,2751000.0,25743000.0,0.0
ImpairmentOfCapitalAssets,,,0.0,36745000.0,
RestructuringAndMergernAcquisition,1239000.0,6498000.0,8685000.0,4154000.0,1272000.0
GainOnSaleOfSecurity,392000.0,6988000.0,1393000.0,457000.0,4462000.0
NetNonOperatingInterestIncomeExpense,-25451000.0,-26367000.0,-31185000.0,-28490000.0,-25529000.0
InterestExpenseNonOperating,30348000.0,31818000.0,33630000.0,30756000.0,27918000.0
InterestIncomeNonOperating,4897000.0,5451000.0,2445000.0,2266000.0,2389000.0
OperatingIncome,224939000.0,297585000.0,245077000.0,88015000.0,199784000.0
OperatingExpense,523289000.0,531032000.0,530071000.0,450019000.0,490607000.0
SellingGeneralAndAdministration,523289000.0,531032000.0,530071000.0,450019000.0,490607000.0
GrossProfit,748228000.0,828617000.0,775148000.0,538034000.0,690391000.0
CostOfRevenue,1044047000.0,1183240000.0,1241062000.0,978142000.0,1101317000.0
TotalRevenue,1792275000.0,2011857000.0,2016210000.0,1516176000.0,1791708000.0
OperatingRevenue,1792275000.0,2011857000.0,2016210000.0,1516176000.0,1791708000.0
