,2023-11-30,2023-08-31,2023-05-31,2023-02-28,2022-11-30
TaxEffectOfUnusualItems,0.0,0.0,0.0,0.0,0.0
TaxRateForCalcs,0.246,0.174,0.252803,0.347536,0.117
NormalizedEBITDA,81882000.0,82222000.0,85402000.0,57221000.0,68947000.0
NetIncomeFromContinuingOperationNetMinorityInterest,26890000.0,28332000.0,28522000.0,7427000.0,18439000.0
ReconciledDepreciation,20357000.0,20153000.0,18524000.0,18777000.0,21938000.0
ReconciledCostOfRevenue,293456000.0,301296000.0,293854000.0,275251000.0,300219000.0
EBITDA,81882000.0,82222000.0,85402000.0,57221000.0,68947000.0
EBIT,61525000.0,62069000.0,66878000.0,38444000.0,47009000.0
NetInterestIncome,-25855000.0,-27770000.0,-28706000.0,-27061000.0,-26123000.0
InterestExpense,25855000.0,27770000.0,28706000.0,27061000.0,26123000.0
NormalizedIncome,26890000.0,28332000.0,28522000.0,7427000.0,18439000.0
NetIncomeFromContinuingAndDiscontinuedOperation,26890000.0,28332000.0,28522000.0,1061000.0,-20542000.0
TotalExpenses,328781000.0,337535000.0,325377000.0,300309000.0,327908000.0
TotalOperatingIncomeAsReported,52824000.0,61007000.0,65496000.0,36195000.0,45393000.0
DilutedAverageShares,29330000.0,29210000.0,29150000.0,,24995000.0
BasicAverageShares,25077000.0,25054000.0,24940000.0,,24867000.0
DilutedEPS,0.92,0.97,0.98,,-0.97
BasicEPS,0.93,0.99,1.0,,-0.97
DilutedNIAvailtoComStockholders,23290000.0,24732000.0,28522000.0,-2539000.0,-24142000.0
AverageDilutionEarnings,,,3600000.0,,
NetIncomeCommonStockholders,23290000.0,24732000.0,24922000.0,-2539000.0,-24142000.0
PreferredStockDividends,3600000.0,3600000.0,3600000.0,3600000.0,3600000.0
NetIncome,26890000.0,28332000.0,28522000.0,1061000.0,-20542000.0
NetIncomeIncludingNoncontrollingInterests,26890000.0,28332000.0,28522000.0,1061000.0,-20542000.0
NetIncomeDiscontinuousOperations,0.0,0.0,0.0,-6366000.0,-38981000.0
NetIncomeContinuousOperations,26890000.0,28332000.0,28522000.0,7427000.0,18439000.0
TaxProvision,8780000.0,5967000.0,9650000.0,3956000.0,2447000.0
PretaxIncome,35670000.0,34299000.0,38172000.0,11383000.0,20886000.0
OtherIncomeExpense,8701000.0,1062000.0,1382000.0,2249000.0,1616000.0
OtherNonOperatingIncomeExpenses,-41000.0,88000.0,-38000.0,658000.0,610000.0
EarningsFromEquityInterest,8742000.0,974000.0,1420000.0,1591000.0,1006000.0
NetNonOperatingInterestIncomeExpense,-25855000.0,-27770000.0,-28706000.0,-27061000.0,-26123000.0
InterestExpenseNonOperating,25855000.0,27770000.0,28706000.0,27061000.0,26123000.0
OperatingIncome,52824000.0,61007000.0,65496000.0,36195000.0,45393000.0
OperatingExpense,35325000.0,36239000.0,31523000.0,25058000.0,27689000.0
SellingGeneralAndAdministration,35325000.0,36239000.0,31523000.0,25058000.0,27689000.0
GrossProfit,88149000.0,97246000.0,97019000.0,61253000.0,73082000.0
CostOfRevenue,293456000.0,301296000.0,293854000.0,275251000.0,300219000.0
TotalRevenue,381605000.0,398542000.0,390873000.0,336504000.0,373301000.0
OperatingRevenue,381605000.0,398542000.0,390873000.0,336504000.0,373301000.0
