,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,0.0,-5850625.0,0.0,0.0
TaxRateForCalcs,0.268621,0.27,0.275,0.236315,0.280065
NormalizedEBITDA,184624000.0,124804000.0,105349000.0,135928000.0,169953000.0
TotalUnusualItems,0.0,0.0,-21275000.0,,0.0
TotalUnusualItemsExcludingGoodwill,0.0,0.0,-21275000.0,,0.0
NetIncomeFromContinuingOperationNetMinorityInterest,96700000.0,48570000.0,18453000.0,54589000.0,81272000.0
ReconciledDepreciation,59263000.0,57364000.0,57932000.0,62037000.0,52405000.0
ReconciledCostOfRevenue,754439000.0,746353000.0,666543000.0,986852000.0,759529000.0
EBITDA,184624000.0,124804000.0,84074000.0,135928000.0,169953000.0
EBIT,125361000.0,67440000.0,26142000.0,73891000.0,117548000.0
NetInterestIncome,2871000.0,-951000.0,-690000.0,-7065000.0,-3878000.0
InterestExpense,,951000.0,690000.0,2410000.0,3878000.0
NormalizedIncome,96700000.0,48570000.0,33877375.0,54589000.0,81272000.0
NetIncomeFromContinuingAndDiscontinuedOperation,96700000.0,48570000.0,18453000.0,54589000.0,81272000.0
TotalExpenses,1175694000.0,1135589000.0,1036820000.0,1400297000.0,1123035000.0
TotalOperatingIncomeAsReported,125361000.0,65290000.0,22831000.0,73582000.0,117548000.0
DilutedAverageShares,198367000.0,196103000.0,197160000.0,196893000.0,195776000.0
BasicAverageShares,195343000.0,195329000.0,194487000.0,190621000.0,186305000.0
DilutedEPS,0.49,0.25,0.09,0.28,0.42
BasicEPS,0.5,0.25,0.09,0.29,0.44
DilutedNIAvailtoComStockholders,96700000.0,48570000.0,18511000.0,60063000.0,81272000.0
AverageDilutionEarnings,,0.0,58000.0,,
NetIncomeCommonStockholders,96700000.0,48570000.0,18453000.0,54589000.0,81272000.0
NetIncome,96700000.0,48570000.0,18453000.0,54589000.0,81272000.0
NetIncomeIncludingNoncontrollingInterests,96700000.0,48570000.0,18453000.0,54589000.0,81272000.0
NetIncomeContinuousOperations,96700000.0,48570000.0,18453000.0,54589000.0,81272000.0
TaxProvision,35516000.0,17919000.0,6999000.0,16892000.0,31616000.0
PretaxIncome,132216000.0,66489000.0,25452000.0,71481000.0,112888000.0
OtherIncomeExpense,3984000.0,2150000.0,-17964000.0,-17245000.0,-782000.0
OtherNonOperatingIncomeExpenses,3984000.0,2150000.0,3311000.0,4964000.0,-782000.0
SpecialIncomeCharges,0.0,0.0,-21275000.0,,0.0
WriteOff,0.0,,4924000.0,,0.0
ImpairmentOfCapitalAssets,,0.0,10759000.0,,
RestructuringAndMergernAcquisition,,,5592000.0,,
NetNonOperatingInterestIncomeExpense,2871000.0,-951000.0,-690000.0,-7065000.0,-3878000.0
TotalOtherFinanceCost,-2871000.0,,,4655000.0,3878000.0
InterestExpenseNonOperating,,951000.0,690000.0,2410000.0,3878000.0
OperatingIncome,125361000.0,65290000.0,44106000.0,95791000.0,117548000.0
OperatingExpense,418436000.0,387726000.0,369073000.0,411641000.0,362225000.0
DepreciationAmortizationDepletionIncomeStatement,56444000.0,55854000.0,56728000.0,60233000.0,51124000.0
DepreciationAndAmortizationInIncomeStatement,56444000.0,55854000.0,56728000.0,60233000.0,51124000.0
SellingGeneralAndAdministration,361992000.0,331872000.0,312345000.0,351408000.0,311101000.0
GrossProfit,543797000.0,453016000.0,413179000.0,507432000.0,479773000.0
CostOfRevenue,757258000.0,747863000.0,667747000.0,988656000.0,760810000.0
TotalRevenue,1301055000.0,1200879000.0,1080926000.0,1496088000.0,1240583000.0
OperatingRevenue,1301055000.0,1200879000.0,1080926000.0,1496088000.0,1240583000.0
