,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,-22275.0,-3234851.0,-72996.0,-193149.882421,0.0
TaxRateForCalcs,0.225,0.113,0.237,0.191427,0.187
NormalizedEBITDA,23133000.0,1685000.0,-11495000.0,61716000.0,36695000.0
TotalUnusualItems,-99000.0,-28627000.0,-308000.0,-1009000.0,0.0
TotalUnusualItemsExcludingGoodwill,-99000.0,-28627000.0,-308000.0,-1009000.0,0.0
NetIncomeFromContinuingOperationNetMinorityInterest,6589000.0,-31632000.0,-18875000.0,39198000.0,20424000.0
ReconciledDepreciation,12330000.0,11833000.0,11286000.0,10917000.0,10672000.0
ReconciledCostOfRevenue,300890000.0,273507000.0,254524000.0,388395000.0,309981000.0
EBITDA,23034000.0,-26942000.0,-11803000.0,60707000.0,36695000.0
EBIT,10704000.0,-38775000.0,-23089000.0,49790000.0,26023000.0
NetInterestIncome,-2207000.0,-2383000.0,-1651000.0,-1312000.0,-906000.0
InterestExpense,2207000.0,2383000.0,1651000.0,1312000.0,906000.0
NormalizedIncome,6665725.0,-6239851.0,-18639996.0,40013850.117579,20424000.0
NetIncomeFromContinuingAndDiscontinuedOperation,6539000.0,-31665000.0,-18890000.0,38949000.0,20376000.0
TotalExpenses,568364000.0,533027000.0,506021000.0,674171000.0,577715000.0
TotalOperatingIncomeAsReported,10852000.0,-38627000.0,-22997000.0,49840000.0,26073000.0
DilutedAverageShares,10972000.0,11344000.0,11818000.0,12124000.0,12326000.0
BasicAverageShares,10898000.0,11344000.0,11818000.0,11914000.0,12138000.0
DilutedEPS,0.6,-2.79,-1.6,3.21,1.65
BasicEPS,0.6,-2.79,-1.6,3.27,1.68
DilutedNIAvailtoComStockholders,6539000.0,-31665000.0,-18890000.0,38949000.0,20376000.0
NetIncomeCommonStockholders,6539000.0,-31665000.0,-18890000.0,38949000.0,20376000.0
NetIncome,6539000.0,-31665000.0,-18890000.0,38949000.0,20376000.0
NetIncomeIncludingNoncontrollingInterests,6539000.0,-31665000.0,-18890000.0,38949000.0,20376000.0
NetIncomeDiscontinuousOperations,-50000.0,-33000.0,-15000.0,-249000.0,-48000.0
NetIncomeContinuousOperations,6589000.0,-31632000.0,-18875000.0,39198000.0,20424000.0
TaxProvision,1908000.0,-9526000.0,-5865000.0,9280000.0,4693000.0
PretaxIncome,8497000.0,-41158000.0,-24740000.0,48478000.0,25117000.0
OtherIncomeExpense,-247000.0,-28775000.0,-400000.0,-1059000.0,-50000.0
OtherNonOperatingIncomeExpenses,-148000.0,-148000.0,-92000.0,-50000.0,-50000.0
SpecialIncomeCharges,-99000.0,-28627000.0,-308000.0,-1009000.0,0.0
WriteOff,99000.0,174000.0,308000.0,,0.0
ImpairmentOfCapitalAssets,0.0,28627000.0,,,0.0
NetNonOperatingInterestIncomeExpense,-2207000.0,-2383000.0,-1651000.0,-1312000.0,-906000.0
InterestExpenseNonOperating,2207000.0,2383000.0,1651000.0,1312000.0,906000.0
OperatingIncome,10951000.0,-10000000.0,-22689000.0,50849000.0,26073000.0
OperatingExpense,267474000.0,259520000.0,251497000.0,285776000.0,267734000.0
SellingGeneralAndAdministration,267474000.0,259520000.0,251497000.0,285776000.0,267734000.0
GrossProfit,278425000.0,249520000.0,228808000.0,336625000.0,293807000.0
CostOfRevenue,300890000.0,273507000.0,254524000.0,388395000.0,309981000.0
TotalRevenue,579315000.0,523027000.0,483332000.0,725020000.0,603788000.0
OperatingRevenue,579315000.0,523027000.0,483332000.0,725020000.0,603788000.0
