,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,-650000.0,0.0,2385000.0,-200941.915228,2312000.0
TaxRateForCalcs,0.065,0.267,0.265,0.200942,0.136
NormalizedEBITDA,323000000.0,221000000.0,457000000.0,900000000.0,375000000.0
TotalUnusualItems,-10000000.0,0.0,9000000.0,-1000000.0,17000000.0
TotalUnusualItemsExcludingGoodwill,-10000000.0,0.0,9000000.0,-1000000.0,17000000.0
NetIncomeFromContinuingOperationNetMinorityInterest,43000000.0,-22000000.0,155000000.0,509000000.0,108000000.0
ReconciledDepreciation,232000000.0,215000000.0,218000000.0,219000000.0,225000000.0
ReconciledCostOfRevenue,2902000000.0,3176000000.0,2988000000.0,5450000000.0,3204000000.0
EBITDA,313000000.0,221000000.0,466000000.0,899000000.0,392000000.0
EBIT,81000000.0,6000000.0,248000000.0,680000000.0,167000000.0
NetInterestIncome,-35000000.0,-36000000.0,-37000000.0,-31000000.0,-42000000.0
InterestExpense,35000000.0,36000000.0,37000000.0,43000000.0,42000000.0
InterestIncome,,,,12000000.0,1000000.0
NormalizedIncome,52350000.0,-22000000.0,148385000.0,509799058.084772,93312000.0
NetIncomeFromContinuingAndDiscontinuedOperation,43000000.0,-22000000.0,155000000.0,509000000.0,108000000.0
TotalExpenses,4949000000.0,5278000000.0,4938000000.0,7856000000.0,5324000000.0
TotalOperatingIncomeAsReported,86000000.0,124000000.0,244000000.0,676000000.0,192000000.0
DilutedAverageShares,277600000.0,273800000.0,277800000.0,278500000.0,277700000.0
BasicAverageShares,274700000.0,273800000.0,273100000.0,272200000.0,272000000.0
DilutedEPS,0.15,-0.08,0.56,1.83,0.39
BasicEPS,0.16,-0.08,0.57,1.87,0.4
DilutedNIAvailtoComStockholders,43000000.0,-22000000.0,155000000.0,509000000.0,108000000.0
NetIncomeCommonStockholders,43000000.0,-22000000.0,155000000.0,509000000.0,108000000.0
NetIncome,43000000.0,-22000000.0,155000000.0,509000000.0,108000000.0
NetIncomeIncludingNoncontrollingInterests,43000000.0,-22000000.0,155000000.0,509000000.0,108000000.0
NetIncomeContinuousOperations,43000000.0,-22000000.0,155000000.0,509000000.0,108000000.0
TaxProvision,3000000.0,-8000000.0,56000000.0,128000000.0,17000000.0
PretaxIncome,46000000.0,-30000000.0,211000000.0,637000000.0,125000000.0
OtherIncomeExpense,-8000000.0,4000000.0,13000000.0,-2000000.0,24000000.0
OtherNonOperatingIncomeExpenses,2000000.0,4000000.0,4000000.0,-1000000.0,7000000.0
SpecialIncomeCharges,-10000000.0,-4000000.0,-2000000.0,-16000000.0,17000000.0
GainOnSaleOfPPE,5000000.0,,,,32000000.0
OtherSpecialCharges,,,,0.0,
WriteOff,15000000.0,4000000.0,2000000.0,11000000.0,15000000.0
GainOnSaleOfSecurity,,4000000.0,11000000.0,15000000.0,32000000.0
NetNonOperatingInterestIncomeExpense,-35000000.0,-36000000.0,-37000000.0,-31000000.0,-42000000.0
InterestExpenseNonOperating,35000000.0,36000000.0,37000000.0,43000000.0,42000000.0
InterestIncomeNonOperating,,,,12000000.0,1000000.0
OperatingIncome,89000000.0,2000000.0,235000000.0,670000000.0,143000000.0
OperatingExpense,2047000000.0,2102000000.0,1950000000.0,2406000000.0,2120000000.0
SellingGeneralAndAdministration,2047000000.0,2102000000.0,1950000000.0,2406000000.0,2120000000.0
GeneralAndAdministrativeExpense,2047000000.0,2102000000.0,1950000000.0,2406000000.0,2120000000.0
OtherGandA,2040000000.0,1980000000.0,1950000000.0,2399000000.0,2088000000.0
SalariesAndWages,7000000.0,122000000.0,,7000000.0,32000000.0
GrossProfit,2136000000.0,2104000000.0,2185000000.0,3076000000.0,2263000000.0
CostOfRevenue,2902000000.0,3176000000.0,2988000000.0,5450000000.0,3204000000.0
TotalRevenue,5038000000.0,5280000000.0,5173000000.0,8526000000.0,5467000000.0
OperatingRevenue,4860000000.0,5130000000.0,4982000000.0,8526000000.0,5230000000.0
