,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,0.0,0.0,0.0,0.0
TaxRateForCalcs,0.130655,0.176096,0.21,0.21,0.21
NormalizedEBITDA,17143000.0,9299000.0,326000.0,1506000.0,-1378000.0
NetIncomeFromContinuingOperationNetMinorityInterest,16967000.0,10485000.0,2808000.0,-667000.0,-5860000.0
ReconciledDepreciation,3954000.0,3810000.0,3519000.0,3324000.0,3225000.0
ReconciledCostOfRevenue,46448000.0,43467000.0,41937000.0,39325000.0,40520000.0
EBITDA,17143000.0,9299000.0,326000.0,1506000.0,-1378000.0
EBIT,13189000.0,5489000.0,-3193000.0,-1818000.0,-4603000.0
NormalizedIncome,16967000.0,10485000.0,2808000.0,-667000.0,-5860000.0
NetIncomeFromContinuingAndDiscontinuedOperation,16967000.0,10485000.0,2808000.0,-667000.0,-5860000.0
TotalExpenses,173136000.0,172976000.0,176556000.0,167149000.0,161854000.0
TotalOperatingIncomeAsReported,13189000.0,5489000.0,-3193000.0,-1818000.0,-4603000.0
DilutedAverageShares,288121000.0,283853000.0,281344000.0,262087000.0,260285000.0
BasicAverageShares,271202000.0,268900000.0,265584000.0,262087000.0,260285000.0
DilutedEPS,0.06,0.04,0.01,-0.002541,-0.02
BasicEPS,0.06,0.04,0.01,-0.002541,-0.02
DilutedNIAvailtoComStockholders,16967000.0,10485000.0,2808000.0,-667000.0,-5860000.0
NetIncomeCommonStockholders,16967000.0,10485000.0,2808000.0,-667000.0,-5860000.0
NetIncome,16967000.0,10485000.0,2808000.0,-667000.0,-5860000.0
NetIncomeIncludingNoncontrollingInterests,16967000.0,10485000.0,2808000.0,-667000.0,-5860000.0
NetIncomeContinuousOperations,16967000.0,10485000.0,2808000.0,-667000.0,-5860000.0
TaxProvision,2550000.0,2241000.0,-1242000.0,1301000.0,2350000.0
PretaxIncome,19517000.0,12726000.0,1566000.0,634000.0,-3510000.0
OtherIncomeExpense,6328000.0,7237000.0,4759000.0,2452000.0,1093000.0
OtherNonOperatingIncomeExpenses,6328000.0,7237000.0,4759000.0,2452000.0,1093000.0
OperatingIncome,13189000.0,5489000.0,-3193000.0,-1818000.0,-4603000.0
OperatingExpense,126688000.0,129509000.0,134619000.0,127824000.0,121334000.0
ResearchAndDevelopment,23146000.0,24323000.0,20761000.0,20127000.0,19208000.0
SellingGeneralAndAdministration,103542000.0,105186000.0,113858000.0,107697000.0,102126000.0
SellingAndMarketingExpense,75446000.0,80118000.0,89202000.0,83301000.0,79538000.0
GeneralAndAdministrativeExpense,28096000.0,25068000.0,24656000.0,24396000.0,22588000.0
OtherGandA,28096000.0,25068000.0,24656000.0,24396000.0,22588000.0
SalariesAndWages,,10273000.0,,,
GrossProfit,139877000.0,134998000.0,131426000.0,126006000.0,116731000.0
CostOfRevenue,46448000.0,43467000.0,41937000.0,39325000.0,40520000.0
TotalRevenue,186325000.0,178465000.0,173363000.0,165331000.0,157251000.0
OperatingRevenue,186325000.0,178465000.0,173363000.0,165331000.0,157251000.0
