,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,0.0,-9660.0,0.0,0.0
TaxRateForCalcs,0.21,0.21,0.21,0.21,0.21
NormalizedEBITDA,-15845000.0,-19869000.0,-20164000.0,-15697000.0,-15437000.0
TotalUnusualItems,0.0,0.0,-46000.0,,0.0
TotalUnusualItemsExcludingGoodwill,0.0,0.0,-46000.0,,0.0
NetIncomeFromContinuingOperationNetMinorityInterest,-16255000.0,-20651000.0,-21875000.0,-16614000.0,-16677000.0
ReconciledDepreciation,399000.0,745000.0,890000.0,867000.0,838000.0
ReconciledCostOfRevenue,5111000.0,5909000.0,5922000.0,5952000.0,4875000.0
EBITDA,-15845000.0,-19869000.0,-20210000.0,-15697000.0,-15437000.0
EBIT,-16244000.0,-20614000.0,-21100000.0,-16564000.0,-16275000.0
NetInterestIncome,0.0,-18000.0,-25000.0,-25000.0,-26000.0
InterestExpense,0.0,18000.0,25000.0,25000.0,26000.0
NormalizedIncome,-16255000.0,-20651000.0,-21838660.0,-16614000.0,-16677000.0
NetIncomeFromContinuingAndDiscontinuedOperation,-16255000.0,-20651000.0,-21875000.0,-16614000.0,-16677000.0
TotalExpenses,63355000.0,65008000.0,63483000.0,58462000.0,55149000.0
TotalOperatingIncomeAsReported,-17542000.0,-21869000.0,-22533000.0,-18502000.0,-16592000.0
DilutedAverageShares,47586000.0,46714000.0,45843000.0,45281000.0,44932000.0
BasicAverageShares,47586000.0,46714000.0,45843000.0,45281000.0,44932000.0
DilutedEPS,-0.34,-0.44,-0.48,-0.37,-0.37
BasicEPS,-0.34,-0.44,-0.48,-0.37,-0.37
DilutedNIAvailtoComStockholders,-16255000.0,-20651000.0,-21875000.0,-16614000.0,-16677000.0
NetIncomeCommonStockholders,-16255000.0,-20651000.0,-21875000.0,-16614000.0,-16677000.0
NetIncome,-16255000.0,-20651000.0,-21875000.0,-16614000.0,-16677000.0
NetIncomeIncludingNoncontrollingInterests,-16255000.0,-20651000.0,-21875000.0,-16614000.0,-16677000.0
NetIncomeContinuousOperations,-16255000.0,-20651000.0,-21875000.0,-16614000.0,-16677000.0
TaxProvision,11000.0,19000.0,750000.0,25000.0,376000.0
PretaxIncome,-16244000.0,-20632000.0,-21125000.0,-16589000.0,-16301000.0
OtherIncomeExpense,1298000.0,1255000.0,1387000.0,275000.0,317000.0
OtherNonOperatingIncomeExpenses,1298000.0,1255000.0,1433000.0,1938000.0,317000.0
SpecialIncomeCharges,0.0,0.0,-46000.0,,0.0
RestructuringAndMergernAcquisition,0.0,0.0,46000.0,,0.0
NetNonOperatingInterestIncomeExpense,0.0,-18000.0,-25000.0,-25000.0,-26000.0
InterestExpenseNonOperating,0.0,18000.0,25000.0,25000.0,26000.0
OperatingIncome,-17542000.0,-21869000.0,-22487000.0,-16839000.0,-16592000.0
OperatingExpense,58244000.0,59099000.0,57561000.0,52510000.0,50274000.0
ResearchAndDevelopment,15903000.0,16292000.0,15383000.0,15000000.0,13998000.0
SellingGeneralAndAdministration,42341000.0,42807000.0,42178000.0,37510000.0,36276000.0
SellingAndMarketingExpense,31602000.0,32348000.0,32553000.0,29303000.0,27448000.0
GeneralAndAdministrativeExpense,10739000.0,10459000.0,9625000.0,8207000.0,8828000.0
OtherGandA,10739000.0,10459000.0,9625000.0,8207000.0,8828000.0
SalariesAndWages,,8118000.0,6170000.0,,
GrossProfit,40702000.0,37230000.0,35074000.0,35671000.0,33682000.0
CostOfRevenue,5111000.0,5909000.0,5922000.0,5952000.0,4875000.0
TotalRevenue,45813000.0,43139000.0,40996000.0,41623000.0,38557000.0
OperatingRevenue,45813000.0,43139000.0,40996000.0,41623000.0,38557000.0
