,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,0.0,0.0,0.0,0.0
TaxRateForCalcs,0.21,0.21,0.325925,0.294243,0.21
NormalizedEBITDA,-9368000.0,3636000.0,8029000.0,3076000.0,-8523000.0
NetIncomeFromContinuingOperationNetMinorityInterest,-6077000.0,1127000.0,4428000.0,-2991000.0,-4453000.0
ReconciledDepreciation,2504000.0,2510000.0,2357000.0,2662000.0,2864000.0
ReconciledCostOfRevenue,105832000.0,117617000.0,122087000.0,121920000.0,123752000.0
EBITDA,-9368000.0,3636000.0,8029000.0,3076000.0,-8523000.0
EBIT,-11872000.0,1126000.0,5672000.0,414000.0,-11387000.0
NetInterestIncome,1523000.0,1334000.0,897000.0,-1093000.0,2278000.0
InterestIncome,1523000.0,1334000.0,897000.0,-1006000.0,2278000.0
NormalizedIncome,-6077000.0,1127000.0,4428000.0,-2991000.0,-4453000.0
NetIncomeFromContinuingAndDiscontinuedOperation,-6077000.0,1127000.0,4428000.0,-2991000.0,-4453000.0
TotalExpenses,170128000.0,181745000.0,186378000.0,183106000.0,188013000.0
DilutedAverageShares,19421701.0,19395484.0,19303048.0,,19934592.0
BasicAverageShares,19421701.0,19395484.0,19303048.0,,19934592.0
DilutedEPS,-0.3,0.06,0.22,,-0.21
BasicEPS,-0.3,0.06,0.22,,-0.21
DilutedNIAvailtoComStockholders,-5731000.0,1073000.0,4201000.0,-2826000.0,-4213000.0
NetIncomeCommonStockholders,-5731000.0,1073000.0,4201000.0,-2826000.0,-4213000.0
OtherunderPreferredStockDividend,-346000.0,54000.0,227000.0,-165000.0,-240000.0
NetIncome,-6077000.0,1127000.0,4428000.0,-2991000.0,-4453000.0
NetIncomeIncludingNoncontrollingInterests,-6077000.0,1127000.0,4428000.0,-2991000.0,-4453000.0
NetIncomeContinuousOperations,-6077000.0,1127000.0,4428000.0,-2991000.0,-4453000.0
TaxProvision,-4272000.0,1333000.0,2141000.0,-1247000.0,-4656000.0
PretaxIncome,-10349000.0,2460000.0,6569000.0,-4238000.0,-9109000.0
NetNonOperatingInterestIncomeExpense,1523000.0,1334000.0,897000.0,-1093000.0,2278000.0
InterestIncomeNonOperating,1523000.0,1334000.0,897000.0,-1006000.0,2278000.0
OperatingIncome,-11872000.0,1126000.0,5672000.0,-4057000.0,-11387000.0
OperatingExpense,64296000.0,64128000.0,64291000.0,61186000.0,64261000.0
DepreciationAmortizationDepletionIncomeStatement,2504000.0,2510000.0,2357000.0,2662000.0,2864000.0
DepreciationAndAmortizationInIncomeStatement,2504000.0,2510000.0,2357000.0,2662000.0,2864000.0
DepreciationIncomeStatement,2504000.0,2510000.0,2357000.0,2662000.0,2864000.0
SellingGeneralAndAdministration,61792000.0,61618000.0,61934000.0,59955000.0,61397000.0
GrossProfit,52424000.0,65254000.0,69963000.0,57129000.0,52874000.0
CostOfRevenue,105832000.0,117617000.0,122087000.0,121920000.0,123752000.0
TotalRevenue,158256000.0,182871000.0,192050000.0,179049000.0,176626000.0
OperatingRevenue,156682000.0,181181000.0,190311000.0,177510000.0,174921000.0
