,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,0.0,37122.0,-625644.810388,-1256942.0
TaxRateForCalcs,0.158,0.21,0.046,0.079822,0.157
NormalizedEBITDA,-25938000.0,-3545000.0,-9410000.0,-13670000.0,1582000.0
TotalUnusualItems,0.0,0.0,807000.0,-7838000.0,-8006000.0
TotalUnusualItemsExcludingGoodwill,0.0,0.0,807000.0,-7838000.0,-8006000.0
NetIncomeFromContinuingOperationNetMinorityInterest,-51297000.0,-33517000.0,-35380000.0,-42803000.0,-24839000.0
ReconciledDepreciation,12520000.0,11810000.0,12100000.0,11924000.0,11571000.0
ReconciledCostOfRevenue,146362000.0,153985000.0,147933000.0,179292000.0,169842000.0
EBITDA,-25938000.0,-3545000.0,-8603000.0,-21508000.0,-6424000.0
EBIT,-38458000.0,-15355000.0,-20703000.0,-33432000.0,-17995000.0
NetInterestIncome,-22448000.0,-16787000.0,-16379000.0,-13084000.0,-11478000.0
InterestExpense,22448000.0,16787000.0,16379000.0,13084000.0,11478000.0
NormalizedIncome,-51297000.0,-33517000.0,-36149878.0,-35590644.810388,-18089942.0
NetIncomeFromContinuingAndDiscontinuedOperation,-51297000.0,-33517000.0,-35380000.0,-42803000.0,-24839000.0
TotalExpenses,318588000.0,322261000.0,306080000.0,360469000.0,331189000.0
TotalOperatingIncomeAsReported,-38458000.0,-15355000.0,-20703000.0,-33432000.0,-17995000.0
DilutedAverageShares,24262000.0,24190035.0,24134381.0,23953620.0,23911000.0
BasicAverageShares,24262000.0,24190035.0,24134381.0,23953620.0,23911000.0
DilutedEPS,-2.11,-1.39,-1.47,-1.79,-1.04
BasicEPS,-2.11,-1.39,-1.47,-1.79,-1.04
DilutedNIAvailtoComStockholders,-51297000.0,-33517000.0,-35380000.0,-42803000.0,-24839000.0
NetIncomeCommonStockholders,-51297000.0,-33517000.0,-35380000.0,-42803000.0,-24839000.0
NetIncome,-51297000.0,-33517000.0,-35380000.0,-42803000.0,-24839000.0
NetIncomeIncludingNoncontrollingInterests,-51297000.0,-33517000.0,-35380000.0,-42803000.0,-24839000.0
NetIncomeContinuousOperations,-51297000.0,-33517000.0,-35380000.0,-42803000.0,-24839000.0
TaxProvision,-9609000.0,1375000.0,-1702000.0,-3713000.0,-4634000.0
PretaxIncome,-60906000.0,-32142000.0,-37082000.0,-46516000.0,-29473000.0
OtherIncomeExpense,,,807000.0,-7838000.0,-8006000.0
SpecialIncomeCharges,0.0,0.0,807000.0,-7838000.0,-8006000.0
GainOnSaleOfPPE,0.0,0.0,3147000.0,,0.0
GainOnSaleOfBusiness,0.0,0.0,,,0.0
RestructuringAndMergernAcquisition,0.0,,2340000.0,-896000.0,8006000.0
NetNonOperatingInterestIncomeExpense,-22448000.0,-16787000.0,-16379000.0,-13084000.0,-11478000.0
InterestExpenseNonOperating,22448000.0,16787000.0,16379000.0,13084000.0,11478000.0
OperatingIncome,-38458000.0,-15355000.0,-21510000.0,-25594000.0,-9989000.0
OperatingExpense,172226000.0,168276000.0,158147000.0,181177000.0,161347000.0
ProvisionForDoubtfulAccounts,39123000.0,33302000.0,28909000.0,44134000.0,35104000.0
SellingGeneralAndAdministration,133103000.0,134974000.0,129238000.0,137043000.0,126243000.0
GeneralAndAdministrativeExpense,133103000.0,134974000.0,,,126243000.0
OtherGandA,133103000.0,134974000.0,,,126243000.0
GrossProfit,133768000.0,152921000.0,136637000.0,155583000.0,151358000.0
CostOfRevenue,146362000.0,153985000.0,147933000.0,179292000.0,169842000.0
TotalRevenue,280130000.0,306906000.0,284570000.0,334875000.0,321200000.0
OperatingRevenue,278664000.0,306068000.0,284176000.0,334571000.0,320929000.0
