,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,0.0,0.0,0.0,0.0
TaxRateForCalcs,0.224,0.196,0.217,0.244411,0.216
NormalizedEBITDA,11683000.0,3855000.0,4178000.0,-21437000.0,8778000.0
NetIncomeFromContinuingOperationNetMinorityInterest,7038000.0,785000.0,1450000.0,-17878000.0,4841000.0
ReconciledDepreciation,2254000.0,2225000.0,2147000.0,2251000.0,2169000.0
ReconciledCostOfRevenue,81791000.0,73164000.0,92645000.0,129154000.0,118281000.0
EBITDA,11683000.0,3855000.0,4178000.0,-21437000.0,8778000.0
EBIT,9429000.0,1630000.0,2031000.0,-23688000.0,6609000.0
NetInterestIncome,-364000.0,-654000.0,-179000.0,27000.0,-434000.0
InterestExpense,364000.0,654000.0,179000.0,-27000.0,434000.0
NormalizedIncome,7038000.0,785000.0,1450000.0,-17878000.0,4841000.0
NetIncomeFromContinuingAndDiscontinuedOperation,7038000.0,785000.0,1450000.0,-17878000.0,4841000.0
TotalExpenses,108061000.0,96533000.0,119840000.0,154965000.0,145162000.0
TotalOperatingIncomeAsReported,8770000.0,1273000.0,1975000.0,-23679000.0,6418000.0
DilutedAverageShares,10676000.0,10828000.0,11077000.0,11166000.0,11525000.0
BasicAverageShares,10536000.0,10732000.0,10976000.0,11166000.0,11465000.0
DilutedEPS,0.65,0.07,0.13,-1.6,0.42
BasicEPS,0.66,0.07,0.13,-1.6,0.42
DilutedNIAvailtoComStockholders,6878000.0,732000.0,1402000.0,-17766000.0,4755000.0
NetIncomeCommonStockholders,6878000.0,732000.0,1402000.0,-17766000.0,4755000.0
OtherunderPreferredStockDividend,160000.0,53000.0,48000.0,-112000.0,86000.0
NetIncome,7038000.0,785000.0,1450000.0,-17878000.0,4841000.0
NetIncomeIncludingNoncontrollingInterests,7038000.0,785000.0,1450000.0,-17878000.0,4841000.0
NetIncomeContinuousOperations,7038000.0,785000.0,1450000.0,-17878000.0,4841000.0
TaxProvision,2027000.0,191000.0,402000.0,-5783000.0,1334000.0
PretaxIncome,9065000.0,976000.0,1852000.0,-23661000.0,6175000.0
OtherIncomeExpense,659000.0,357000.0,56000.0,-22000.0,191000.0
OtherNonOperatingIncomeExpenses,659000.0,357000.0,56000.0,-9000.0,191000.0
NetNonOperatingInterestIncomeExpense,-364000.0,-654000.0,-179000.0,27000.0,-434000.0
InterestExpenseNonOperating,364000.0,654000.0,179000.0,-27000.0,434000.0
OperatingIncome,8770000.0,1273000.0,1975000.0,-23666000.0,6418000.0
OperatingExpense,24940000.0,22068000.0,25931000.0,24438000.0,25590000.0
DepreciationAmortizationDepletionIncomeStatement,924000.0,924000.0,883000.0,878000.0,878000.0
DepreciationAndAmortizationInIncomeStatement,924000.0,924000.0,883000.0,878000.0,878000.0
Amortization,924000.0,924000.0,883000.0,878000.0,878000.0
AmortizationOfIntangiblesIncomeStatement,924000.0,924000.0,883000.0,878000.0,878000.0
SellingGeneralAndAdministration,24016000.0,21144000.0,25048000.0,23560000.0,24712000.0
GrossProfit,33710000.0,23341000.0,27906000.0,772000.0,32008000.0
CostOfRevenue,83121000.0,74465000.0,93909000.0,130527000.0,119572000.0
TotalRevenue,116831000.0,97806000.0,121815000.0,131299000.0,151580000.0
OperatingRevenue,116831000.0,97806000.0,121815000.0,131299000.0,151580000.0
