,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,-238000.0,-1490790.899242,249200.0,23497410.032715,-207100.0
TaxRateForCalcs,0.14,0.186349,0.089,0.244002,0.109
NormalizedEBITDA,61500000.0,151200000.0,141900000.0,313600000.0,96500000.0
TotalUnusualItems,-1700000.0,-8000000.0,2800000.0,96300000.0,-1900000.0
TotalUnusualItemsExcludingGoodwill,-1700000.0,-8000000.0,2800000.0,96300000.0,-1900000.0
NetIncomeFromContinuingOperationNetMinorityInterest,11700000.0,75100000.0,97400000.0,277300000.0,37500000.0
ReconciledDepreciation,42700000.0,43600000.0,43100000.0,41000000.0,43700000.0
ReconciledCostOfRevenue,890600000.0,1002800000.0,1036000000.0,1555100000.0,1030100000.0
EBITDA,59800000.0,143200000.0,144700000.0,409900000.0,94600000.0
EBIT,17100000.0,99600000.0,101600000.0,368900000.0,50900000.0
NetInterestIncome,2600000.0,1800000.0,5600000.0,-2100000.0,-3600000.0
InterestExpense,,,,2100000.0,3600000.0
InterestIncome,,1800000.0,5600000.0,0.0,0.0
NormalizedIncome,13162000.0,81609209.100758,94849200.0,204497410.032715,39192900.0
NetIncomeFromContinuingAndDiscontinuedOperation,11700000.0,75100000.0,97400000.0,277300000.0,37500000.0
TotalExpenses,1374800000.0,1514000000.0,1566400000.0,2257600000.0,1531800000.0
TotalOperatingIncomeAsReported,13300000.0,90200000.0,101700000.0,369500000.0,48400000.0
DilutedAverageShares,45600000.0,54300000.0,54500000.0,55200000.0,48100000.0
BasicAverageShares,44700000.0,45200000.0,45300000.0,45300000.0,46100000.0
DilutedEPS,0.07,1.38,1.79,5.02,0.6
BasicEPS,0.07,1.47,1.96,5.93,0.62
DilutedNIAvailtoComStockholders,3000000.0,75100000.0,97400000.0,303200000.0,28800000.0
AverageDilutionEarnings,,8600000.0,8600000.0,34500000.0,0.0
NetIncomeCommonStockholders,3000000.0,66500000.0,88800000.0,268700000.0,28800000.0
PreferredStockDividends,8700000.0,8600000.0,8600000.0,8600000.0,8700000.0
NetIncome,11700000.0,75100000.0,97400000.0,277300000.0,37500000.0
NetIncomeIncludingNoncontrollingInterests,11700000.0,75100000.0,97400000.0,277300000.0,37500000.0
NetIncomeContinuousOperations,11700000.0,75100000.0,97400000.0,277300000.0,37500000.0
TaxProvision,1900000.0,17200000.0,9500000.0,89500000.0,4600000.0
PretaxIncome,13600000.0,92300000.0,106900000.0,366800000.0,42100000.0
OtherIncomeExpense,-6100000.0,-9100000.0,-300000.0,-39700000.0,-5200000.0
OtherNonOperatingIncomeExpenses,-4400000.0,-1100000.0,-3100000.0,-136000000.0,-3300000.0
SpecialIncomeCharges,-1700000.0,-8000000.0,2800000.0,96300000.0,-1900000.0
OtherSpecialCharges,,,-2800000.0,-119000000.0,
WriteOff,100000.0,3800000.0,,,1900000.0
RestructuringAndMergernAcquisition,1600000.0,4200000.0,,,0.0
NetNonOperatingInterestIncomeExpense,2600000.0,1800000.0,5600000.0,-2100000.0,-3600000.0
TotalOtherFinanceCost,-2600000.0,,,,3600000.0
InterestExpenseNonOperating,,,,2100000.0,3600000.0
InterestIncomeNonOperating,,1800000.0,5600000.0,0.0,0.0
OperatingIncome,17100000.0,99600000.0,101600000.0,408600000.0,50900000.0
OperatingExpense,484200000.0,511200000.0,530400000.0,702500000.0,501700000.0
SellingGeneralAndAdministration,484200000.0,511200000.0,530400000.0,702500000.0,501700000.0
GrossProfit,501300000.0,610800000.0,632000000.0,1111100000.0,552600000.0
CostOfRevenue,890600000.0,1002800000.0,1036000000.0,1555100000.0,1030100000.0
TotalRevenue,1391900000.0,1613600000.0,1668000000.0,2666200000.0,1582700000.0
OperatingRevenue,1391900000.0,1613600000.0,1612700000.0,2666200000.0,1582700000.0
