,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TaxEffectOfUnusualItems,,-376640.0,-3918084.0,-496740.0,-2999334.370333
TaxRateForCalcs,,0.214,0.237,0.204,0.168181
NormalizedEBITDA,,239002000.0,147064000.0,-19860000.0,98788000.0
TotalUnusualItems,,-1760000.0,-16532000.0,-2435000.0,-17834000.0
TotalUnusualItemsExcludingGoodwill,,-1760000.0,-16532000.0,-2435000.0,-17834000.0
NetIncomeFromContinuingOperationNetMinorityInterest,,110700000.0,20554000.0,-69859000.0,13369000.0
ReconciledDepreciation,,27942000.0,28910000.0,29114000.0,30352000.0
ReconciledCostOfRevenue,,42885000.0,34787000.0,9765000.0,22157000.0
EBITDA,,237242000.0,130532000.0,-22295000.0,80954000.0
EBIT,,209300000.0,101622000.0,-51409000.0,50602000.0
NetInterestIncome,,-38263000.0,-43495000.0,-36302000.0,-33885000.0
InterestExpense,,38263000.0,43495000.0,36302000.0,34530000.0
InterestIncome,,,,,645000.0
NormalizedIncome,,112083360.0,33167916.0,-67920740.0,28203665.629667
NetIncomeFromContinuingAndDiscontinuedOperation,,110700000.0,20554000.0,-69859000.0,13369000.0
TotalExpenses,,335240000.0,327814000.0,191996000.0,210400000.0
TotalOperatingIncomeAsReported,,,113343000.0,-52241000.0,
DilutedAverageShares,83207000.0,83780000.0,83796000.0,83207000.0,83230000.0
BasicAverageShares,83207000.0,83510000.0,83379000.0,83207000.0,83156000.0
DilutedEPS,-0.84,1.32,0.25,-0.84,0.16
BasicEPS,-0.84,1.33,0.25,-0.84,0.16
DilutedNIAvailtoComStockholders,,110700000.0,20554000.0,-69859000.0,13369000.0
NetIncomeCommonStockholders,,110700000.0,20554000.0,-69859000.0,13369000.0
NetIncome,,110700000.0,20554000.0,-69859000.0,13369000.0
MinorityInterests,,-23767000.0,-23766000.0,,0.0
NetIncomeIncludingNoncontrollingInterests,,134467000.0,44320000.0,-69859000.0,13369000.0
NetIncomeContinuousOperations,,134467000.0,44320000.0,-69859000.0,13369000.0
TaxProvision,,36570000.0,13807000.0,-17852000.0,2703000.0
PretaxIncome,,171037000.0,58127000.0,-87711000.0,16072000.0
OtherIncomeExpense,,-2915000.0,-14271000.0,-1603000.0,-19519000.0
OtherNonOperatingIncomeExpenses,,-1155000.0,2261000.0,832000.0,-1685000.0
SpecialIncomeCharges,,-1760000.0,-16532000.0,-2435000.0,-17834000.0
GainOnSaleOfPPE,,-1760000.0,-2550000.0,-2435000.0,-891000.0
OtherSpecialCharges,,,13982000.0,,0.0
NetNonOperatingInterestIncomeExpense,,-38263000.0,-43495000.0,-36302000.0,-33885000.0
InterestExpenseNonOperating,,38263000.0,43495000.0,36302000.0,34530000.0
InterestIncomeNonOperating,,,,,645000.0
OperatingIncome,,212215000.0,115893000.0,-49806000.0,69476000.0
OperatingExpense,,292355000.0,293027000.0,182231000.0,188243000.0
OtherOperatingExpenses,,206461000.0,173669000.0,108870000.0,126872000.0
DepreciationAmortizationDepletionIncomeStatement,,27942000.0,28910000.0,29114000.0,30352000.0
DepreciationAndAmortizationInIncomeStatement,,27942000.0,28910000.0,29114000.0,30352000.0
SellingGeneralAndAdministration,,57952000.0,90448000.0,44247000.0,31019000.0
GeneralAndAdministrativeExpense,,,90448000.0,44247000.0,
OtherGandA,,,88269000.0,44247000.0,
SalariesAndWages,,,2179000.0,,
GrossProfit,,504570000.0,408920000.0,132425000.0,257719000.0
CostOfRevenue,,42885000.0,34787000.0,9765000.0,22157000.0
TotalRevenue,,547455000.0,443707000.0,142190000.0,279876000.0
OperatingRevenue,,547455000.0,443707000.0,142190000.0,279876000.0
