,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,0.0,0.0,0.0,0.0
TaxRateForCalcs,0.23,0.23,0.23,0.23,0.23
NormalizedEBITDA,7061000.0,-1759000.0,-2212000.0,-10424000.0,-20157000.0
NetIncomeFromContinuingOperationNetMinorityInterest,5223000.0,-9426000.0,-8753000.0,-27104000.0,-27786000.0
ReconciledDepreciation,3491000.0,3512000.0,3343000.0,4548000.0,4410000.0
ReconciledCostOfRevenue,20658000.0,20685000.0,20244000.0,23891000.0,22888000.0
EBITDA,7061000.0,-1759000.0,-2212000.0,-10424000.0,-20157000.0
EBIT,3570000.0,-5271000.0,-5555000.0,-14972000.0,-24567000.0
NetInterestIncome,568000.0,387000.0,366000.0,28000.0,-402000.0
InterestExpense,2000.0,7000.0,3000.0,212000.0,596000.0
InterestIncome,570000.0,394000.0,369000.0,240000.0,194000.0
NormalizedIncome,5223000.0,-9426000.0,-8753000.0,-27104000.0,-27786000.0
NetIncomeFromContinuingAndDiscontinuedOperation,5223000.0,-9426000.0,-8753000.0,-27104000.0,-27786000.0
TotalExpenses,82169000.0,82610000.0,80134000.0,94182000.0,97255000.0
TotalOperatingIncomeAsReported,-2775000.0,-5557000.0,-6868000.0,-20921000.0,-26001000.0
DilutedAverageShares,70732000.0,70134000.0,68901000.0,68614000.0,68081000.0
BasicAverageShares,70345000.0,70134000.0,68901000.0,68614000.0,68081000.0
DilutedEPS,0.07,-0.13,-0.13,-0.4,-0.41
BasicEPS,0.07,-0.13,-0.13,-0.4,-0.41
DilutedNIAvailtoComStockholders,5223000.0,-9426000.0,-8753000.0,-27104000.0,-27786000.0
NetIncomeCommonStockholders,5223000.0,-9426000.0,-8753000.0,-27104000.0,-27786000.0
NetIncome,5223000.0,-9426000.0,-8753000.0,-27104000.0,-27786000.0
MinorityInterests,-950000.0,-912000.0,-1326000.0,-1053000.0,-981000.0
NetIncomeIncludingNoncontrollingInterests,6173000.0,-8514000.0,-7427000.0,-26051000.0,-26805000.0
NetIncomeContinuousOperations,6173000.0,-8514000.0,-7427000.0,-26051000.0,-26805000.0
TaxProvision,-2605000.0,3236000.0,1869000.0,10867000.0,1642000.0
PretaxIncome,3568000.0,-5278000.0,-5558000.0,-15184000.0,-25163000.0
OtherIncomeExpense,5775000.0,-108000.0,944000.0,5709000.0,1240000.0
OtherNonOperatingIncomeExpenses,5775000.0,-108000.0,944000.0,-1238000.0,1240000.0
NetNonOperatingInterestIncomeExpense,568000.0,387000.0,366000.0,28000.0,-402000.0
InterestExpenseNonOperating,2000.0,7000.0,3000.0,212000.0,596000.0
InterestIncomeNonOperating,570000.0,394000.0,369000.0,240000.0,194000.0
OperatingIncome,-2775000.0,-5557000.0,-6868000.0,-20921000.0,-26001000.0
OperatingExpense,58110000.0,58504000.0,56637000.0,65769000.0,70208000.0
DepreciationAmortizationDepletionIncomeStatement,90000.0,91000.0,90000.0,26000.0,251000.0
DepreciationAndAmortizationInIncomeStatement,90000.0,91000.0,90000.0,26000.0,251000.0
Amortization,90000.0,91000.0,90000.0,26000.0,251000.0
AmortizationOfIntangiblesIncomeStatement,90000.0,91000.0,90000.0,26000.0,251000.0
ResearchAndDevelopment,25398000.0,27103000.0,27747000.0,30669000.0,33129000.0
SellingGeneralAndAdministration,32622000.0,31310000.0,28800000.0,35074000.0,36828000.0
GrossProfit,55335000.0,52947000.0,49769000.0,44848000.0,44207000.0
CostOfRevenue,24059000.0,24106000.0,23497000.0,28413000.0,27047000.0
TotalRevenue,79394000.0,77053000.0,73266000.0,73261000.0,71254000.0
OperatingRevenue,79394000.0,77053000.0,73266000.0,73261000.0,71254000.0
