,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,-6113040.0,8645910.0,477750.0,8493030.0,-807066.0
TaxRateForCalcs,0.24,0.273,0.21,0.21,0.117
NormalizedEBITDA,221837000.0,172074000.0,31543000.0,-145930000.0,95172000.0
TotalUnusualItems,-25471000.0,31670000.0,2275000.0,40443000.0,-6898000.0
TotalUnusualItemsExcludingGoodwill,-25471000.0,31670000.0,2275000.0,40443000.0,-6898000.0
NetIncomeFromContinuingOperationNetMinorityInterest,141212000.0,181974000.0,15444000.0,-104050000.0,48353000.0
ReconciledDepreciation,26977000.0,26126000.0,24076000.0,24400000.0,21766000.0
ReconciledCostOfRevenue,270988000.0,266559000.0,263947000.0,294354000.0,270665000.0
EBITDA,196366000.0,203744000.0,33818000.0,-105487000.0,88274000.0
EBIT,169389000.0,177618000.0,9742000.0,-129887000.0,66508000.0
NormalizedIncome,160569960.0,158949910.0,13646750.0,-135999970.0,54443934.0
NetIncomeFromContinuingAndDiscontinuedOperation,141212000.0,181974000.0,15444000.0,-104050000.0,48353000.0
TotalExpenses,967338000.0,961058000.0,1095622000.0,1247690000.0,1035391000.0
TotalOperatingIncomeAsReported,169389000.0,177618000.0,9742000.0,-129887000.0,66508000.0
DilutedAverageShares,310389905.0,305932596.0,304115913.0,292983772.0,301986341.0
BasicAverageShares,302493182.0,299093452.0,295409207.0,292983772.0,295537026.0
DilutedEPS,0.45,0.59,0.05,-0.36,0.16
BasicEPS,0.47,0.61,0.05,-0.36,0.16
DilutedNIAvailtoComStockholders,141212000.0,181974000.0,15444000.0,-104040000.0,48353000.0
NetIncomeCommonStockholders,141212000.0,181974000.0,15444000.0,-104040000.0,48353000.0
OtherunderPreferredStockDividend,0.0,0.0,0.0,-10000.0,0.0
NetIncome,141212000.0,181974000.0,15444000.0,-104050000.0,48353000.0
NetIncomeIncludingNoncontrollingInterests,141212000.0,181974000.0,15444000.0,-104050000.0,48353000.0
NetIncomeContinuousOperations,141212000.0,181974000.0,15444000.0,-104050000.0,48353000.0
TaxProvision,44614000.0,68399000.0,27786000.0,64506000.0,6396000.0
PretaxIncome,185826000.0,250373000.0,43230000.0,-39544000.0,54749000.0
OtherIncomeExpense,16437000.0,72755000.0,33488000.0,90343000.0,-11759000.0
OtherNonOperatingIncomeExpenses,41908000.0,41085000.0,31213000.0,49900000.0,-4861000.0
GainOnSaleOfSecurity,-25471000.0,31670000.0,2275000.0,40443000.0,-6898000.0
OperatingIncome,169389000.0,177618000.0,9742000.0,-129887000.0,66508000.0
OperatingExpense,696350000.0,694499000.0,831675000.0,953336000.0,764726000.0
ResearchAndDevelopment,196832000.0,191802000.0,209271000.0,261258000.0,195946000.0
SellingGeneralAndAdministration,499518000.0,502697000.0,622404000.0,692078000.0,568780000.0
SellingAndMarketingExpense,374378000.0,373373000.0,422504000.0,505586000.0,427747000.0
GeneralAndAdministrativeExpense,125140000.0,129324000.0,199900000.0,186492000.0,141033000.0
OtherGandA,125140000.0,129324000.0,199900000.0,186492000.0,141033000.0
GrossProfit,865739000.0,872117000.0,841417000.0,823449000.0,831234000.0
CostOfRevenue,270988000.0,266559000.0,263947000.0,294354000.0,270665000.0
TotalRevenue,1136727000.0,1138676000.0,1105364000.0,1117803000.0,1101899000.0
OperatingRevenue,1136727000.0,1138676000.0,1105364000.0,1117803000.0,1101899000.0
