,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,-2082539.68254,-5771000.0,-3076433.121019,-18900000.0,-3360000.0
TaxRateForCalcs,0.260317,0.199,0.219745,0.21,0.21
NormalizedEBITDA,402000000.0,295000000.0,410000000.0,348000000.0,397000000.0
TotalUnusualItems,-8000000.0,-29000000.0,-14000000.0,-90000000.0,-16000000.0
TotalUnusualItemsExcludingGoodwill,-8000000.0,-29000000.0,-14000000.0,-90000000.0,-16000000.0
NetIncomeFromContinuingOperationNetMinorityInterest,233000000.0,149000000.0,245000000.0,65000000.0,750000000.0
ReconciledDepreciation,64000000.0,64000000.0,66000000.0,65000000.0,59000000.0
ReconciledCostOfRevenue,452000000.0,436000000.0,506000000.0,525000000.0,576000000.0
EBITDA,394000000.0,266000000.0,396000000.0,258000000.0,381000000.0
EBIT,330000000.0,202000000.0,330000000.0,193000000.0,322000000.0
NetInterestIncome,10000000.0,12000000.0,11000000.0,5000000.0,-3000000.0
InterestExpense,15000000.0,16000000.0,16000000.0,16000000.0,17000000.0
InterestIncome,25000000.0,28000000.0,27000000.0,21000000.0,14000000.0
NormalizedIncome,238917460.31746,172229000.0,255923566.878981,136100000.0,762640000.0
NetIncomeFromContinuingAndDiscontinuedOperation,233000000.0,149000000.0,245000000.0,65000000.0,750000000.0
TotalExpenses,1250000000.0,1225000000.0,1258000000.0,1264000000.0,1365000000.0
TotalOperatingIncomeAsReported,304000000.0,178000000.0,309000000.0,172000000.0,282000000.0
DilutedAverageShares,211000000.0,216000000.0,217000000.0,219000000.0,220000000.0
BasicAverageShares,208000000.0,212000000.0,213000000.0,216000000.0,217000000.0
DilutedEPS,1.1,0.69,1.13,0.3,3.41
BasicEPS,1.12,0.7,1.15,0.3,3.46
DilutedNIAvailtoComStockholders,233000000.0,149000000.0,245000000.0,65000000.0,750000000.0
NetIncomeCommonStockholders,233000000.0,149000000.0,245000000.0,65000000.0,750000000.0
NetIncome,233000000.0,149000000.0,245000000.0,65000000.0,750000000.0
NetIncomeIncludingNoncontrollingInterests,233000000.0,149000000.0,245000000.0,65000000.0,750000000.0
NetIncomeContinuousOperations,233000000.0,149000000.0,245000000.0,65000000.0,750000000.0
TaxProvision,82000000.0,37000000.0,69000000.0,112000000.0,-445000000.0
PretaxIncome,315000000.0,186000000.0,314000000.0,177000000.0,305000000.0
OtherIncomeExpense,-7000000.0,-33000000.0,-20000000.0,-90000000.0,10000000.0
OtherNonOperatingIncomeExpenses,1000000.0,-4000000.0,-6000000.0,,26000000.0
SpecialIncomeCharges,-8000000.0,-29000000.0,-14000000.0,-90000000.0,-16000000.0
RestructuringAndMergernAcquisition,8000000.0,29000000.0,14000000.0,90000000.0,16000000.0
NetNonOperatingInterestIncomeExpense,10000000.0,12000000.0,11000000.0,5000000.0,-3000000.0
InterestExpenseNonOperating,15000000.0,16000000.0,16000000.0,16000000.0,17000000.0
InterestIncomeNonOperating,25000000.0,28000000.0,27000000.0,21000000.0,14000000.0
OperatingIncome,312000000.0,207000000.0,323000000.0,262000000.0,298000000.0
OperatingExpense,798000000.0,789000000.0,752000000.0,739000000.0,789000000.0
ResearchAndDevelopment,262000000.0,247000000.0,243000000.0,230000000.0,243000000.0
SellingGeneralAndAdministration,536000000.0,542000000.0,509000000.0,509000000.0,546000000.0
SellingAndMarketingExpense,461000000.0,468000000.0,442000000.0,450000000.0,479000000.0
GeneralAndAdministrativeExpense,75000000.0,74000000.0,67000000.0,59000000.0,67000000.0
OtherGandA,75000000.0,74000000.0,67000000.0,59000000.0,67000000.0
GrossProfit,1110000000.0,996000000.0,1075000000.0,1001000000.0,1087000000.0
CostOfRevenue,452000000.0,436000000.0,506000000.0,525000000.0,576000000.0
TotalRevenue,1562000000.0,1432000000.0,1581000000.0,1526000000.0,1663000000.0
OperatingRevenue,1562000000.0,1432000000.0,1581000000.0,1526000000.0,1663000000.0
