,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,0.0,0.0,-16030.534351,0.0
TaxRateForCalcs,0.279,0.067,0.002,0.080153,0.21
NormalizedEBITDA,-3400000.0,-4000000.0,-44700000.0,60800000.0,-81200000.0
TotalUnusualItems,0.0,0.0,,-200000.0,0.0
TotalUnusualItemsExcludingGoodwill,0.0,0.0,,-200000.0,0.0
NetIncomeFromContinuingOperationNetMinorityInterest,-3100000.0,-2800000.0,-50500000.0,48200000.0,-94700000.0
ReconciledDepreciation,11300000.0,12600000.0,13700000.0,14200000.0,15100000.0
ReconciledCostOfRevenue,796500000.0,857900000.0,949800000.0,1726600000.0,894800000.0
EBITDA,-3400000.0,-4000000.0,-44700000.0,60600000.0,-81200000.0
EBIT,-14700000.0,-16600000.0,-58400000.0,46400000.0,-96300000.0
NetInterestIncome,12900000.0,11600000.0,9700000.0,6200000.0,3700000.0
InterestIncome,12900000.0,,,,3700000.0
NormalizedIncome,-3100000.0,-2800000.0,-50500000.0,48383969.465649,-94700000.0
NetIncomeFromContinuingAndDiscontinuedOperation,-3100000.0,-2800000.0,-50500000.0,48200000.0,-94700000.0
TotalExpenses,1093000000.0,1180400000.0,1295500000.0,2180000000.0,1282700000.0
TotalOperatingIncomeAsReported,-14700000.0,-16600000.0,-58400000.0,46200000.0,-96300000.0
DilutedAverageShares,305300000.0,304800000.0,304500000.0,304500000.0,304200000.0
BasicAverageShares,305300000.0,304800000.0,304500000.0,304300000.0,304200000.0
DilutedEPS,-0.01,-0.01,-0.17,0.16,-0.31
BasicEPS,-0.01,-0.01,-0.17,0.16,-0.31
DilutedNIAvailtoComStockholders,-3100000.0,-2800000.0,-50500000.0,48200000.0,-94700000.0
NetIncomeCommonStockholders,-3100000.0,-2800000.0,-50500000.0,48200000.0,-94700000.0
NetIncome,-3100000.0,-2800000.0,-50500000.0,48200000.0,-94700000.0
NetIncomeIncludingNoncontrollingInterests,-3100000.0,-2800000.0,-50500000.0,48200000.0,-94700000.0
NetIncomeContinuousOperations,-3100000.0,-2800000.0,-50500000.0,48200000.0,-94700000.0
TaxProvision,-1200000.0,-200000.0,-100000.0,4200000.0,2100000.0
PretaxIncome,-4300000.0,-3000000.0,-50600000.0,52400000.0,-92600000.0
OtherIncomeExpense,-2500000.0,2000000.0,-1900000.0,-200000.0,
OtherNonOperatingIncomeExpenses,-2500000.0,2000000.0,-1900000.0,,
SpecialIncomeCharges,0.0,0.0,,-200000.0,0.0
WriteOff,0.0,0.0,,200000.0,0.0
ImpairmentOfCapitalAssets,,0.0,,200000.0,0.0
NetNonOperatingInterestIncomeExpense,12900000.0,11600000.0,9700000.0,6200000.0,3700000.0
TotalOtherFinanceCost,,-11600000.0,-9700000.0,-6200000.0,-3700000.0
InterestIncomeNonOperating,12900000.0,,,,3700000.0
OperatingIncome,-14700000.0,-16600000.0,-58400000.0,46400000.0,-96300000.0
OperatingExpense,296500000.0,322500000.0,345700000.0,453400000.0,387900000.0
SellingGeneralAndAdministration,296500000.0,322500000.0,345700000.0,453400000.0,387900000.0
GrossProfit,281800000.0,305900000.0,287300000.0,499800000.0,291600000.0
CostOfRevenue,796500000.0,857900000.0,949800000.0,1726600000.0,894800000.0
TotalRevenue,1078300000.0,1163800000.0,1237100000.0,2226400000.0,1186400000.0
OperatingRevenue,1078300000.0,1163800000.0,1237100000.0,2226400000.0,1186400000.0
