,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,89790.0,548927.261901,186830.0,210056.0,-33912.0
TaxRateForCalcs,0.205,0.226268,0.238,0.217,0.216
NormalizedEBITDA,67196000.0,69893000.0,70406000.0,57233000.0,60051000.0
TotalUnusualItems,438000.0,2426000.0,785000.0,968000.0,-157000.0
TotalUnusualItemsExcludingGoodwill,438000.0,2426000.0,785000.0,968000.0,-157000.0
NetIncomeFromContinuingOperationNetMinorityInterest,47241000.0,49378000.0,48052000.0,37986000.0,39441000.0
ReconciledDepreciation,7466000.0,7848000.0,7405000.0,8452000.0,8665000.0
ReconciledCostOfRevenue,160264000.0,170049000.0,167425000.0,169809000.0,167305000.0
EBITDA,67634000.0,72319000.0,71191000.0,58201000.0,59894000.0
EBIT,60168000.0,64471000.0,63786000.0,49749000.0,51229000.0
NetInterestIncome,-766000.0,-653000.0,-753000.0,-1239000.0,-894000.0
InterestExpense,766000.0,653000.0,753000.0,1239000.0,894000.0
NormalizedIncome,46892790.0,47500927.261901,47453830.0,37228056.0,39564088.0
NetIncomeFromContinuingAndDiscontinuedOperation,47241000.0,49378000.0,48052000.0,37986000.0,39441000.0
TotalExpenses,272253000.0,283884000.0,274115000.0,277468000.0,271183000.0
TotalOperatingIncomeAsReported,59730000.0,62045000.0,63001000.0,48781000.0,51386000.0
DilutedAverageShares,48811000.0,,50001000.0,50009000.0,50090000.0
BasicAverageShares,48505000.0,,49653000.0,49745000.0,49868000.0
DilutedEPS,0.97,,0.96,0.76,0.79
BasicEPS,0.97,,0.97,0.76,0.79
DilutedNIAvailtoComStockholders,46488000.0,48606000.0,48052000.0,37986000.0,38668000.0
NetIncomeCommonStockholders,46488000.0,48606000.0,48052000.0,37986000.0,38668000.0
PreferredStockDividends,753000.0,,,,773000.0
NetIncome,47241000.0,49378000.0,48052000.0,37986000.0,39441000.0
NetIncomeIncludingNoncontrollingInterests,47241000.0,49378000.0,48052000.0,37986000.0,39441000.0
NetIncomeContinuousOperations,47241000.0,49378000.0,48052000.0,37986000.0,39441000.0
TaxProvision,12161000.0,14440000.0,14981000.0,10524000.0,10894000.0
PretaxIncome,59402000.0,63818000.0,63033000.0,48510000.0,50335000.0
OtherIncomeExpense,438000.0,2426000.0,785000.0,968000.0,-157000.0
GainOnSaleOfSecurity,438000.0,2426000.0,785000.0,968000.0,-157000.0
NetNonOperatingInterestIncomeExpense,-766000.0,-653000.0,-753000.0,-1239000.0,-894000.0
InterestExpenseNonOperating,766000.0,653000.0,753000.0,1239000.0,894000.0
OperatingIncome,59730000.0,62045000.0,63001000.0,48781000.0,51386000.0
OperatingExpense,111989000.0,113835000.0,106690000.0,107659000.0,103878000.0
ResearchAndDevelopment,15702000.0,16340000.0,15715000.0,15377000.0,13933000.0
SellingGeneralAndAdministration,96287000.0,97495000.0,90975000.0,92282000.0,89945000.0
GrossProfit,171719000.0,175880000.0,169691000.0,156440000.0,155264000.0
CostOfRevenue,160264000.0,170049000.0,167425000.0,169809000.0,167305000.0
TotalRevenue,331983000.0,345929000.0,337116000.0,326249000.0,322569000.0
OperatingRevenue,331983000.0,345929000.0,337116000.0,326249000.0,322569000.0
