,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,12395.857132,0.0,0.0,0.0,0.0
TaxRateForCalcs,0.003122,0.002205,0.008189,0.21,0.21
NormalizedEBITDA,-11145000.0,-16488000.0,-7340000.0,-18990000.0,-27295000.0
TotalUnusualItems,3970000.0,,,,0.0
TotalUnusualItemsExcludingGoodwill,3970000.0,,,,0.0
NetIncomeFromContinuingOperationNetMinorityInterest,-12766000.0,-22053000.0,-12218000.0,-24562000.0,-32542000.0
ReconciledDepreciation,5025000.0,5266000.0,4725000.0,4651000.0,4498000.0
ReconciledCostOfRevenue,19705000.0,19833000.0,17936000.0,18344000.0,18007000.0
EBITDA,-7175000.0,-16488000.0,-7340000.0,-18990000.0,-27295000.0
EBIT,-12200000.0,-21754000.0,-12065000.0,-23641000.0,-31793000.0
NetInterestIncome,3068000.0,2259000.0,1789000.0,644000.0,22000.0
InterestExpense,931000.0,918000.0,879000.0,898000.0,899000.0
InterestIncome,4522000.0,3655000.0,3123000.0,2005000.0,1382000.0
NormalizedIncome,-16723604.142868,-22053000.0,-12218000.0,-24562000.0,-32542000.0
NetIncomeFromContinuingAndDiscontinuedOperation,-12766000.0,-22053000.0,-12218000.0,-24562000.0,-32542000.0
TotalExpenses,129562000.0,133789000.0,119046000.0,127456000.0,126745000.0
TotalOperatingIncomeAsReported,-20842000.0,-26173000.0,-15800000.0,-26490000.0,-32542000.0
DilutedAverageShares,93104000.0,92542000.0,91522000.0,90269000.0,89285000.0
BasicAverageShares,93104000.0,92542000.0,91522000.0,90269000.0,89285000.0
DilutedEPS,-0.16,-0.26,-0.13,-0.27,-0.36
BasicEPS,-0.16,-0.26,-0.13,-0.27,-0.36
DilutedNIAvailtoComStockholders,-15125000.0,-23782000.0,-12218000.0,-24562000.0,-32542000.0
NetIncomeCommonStockholders,-15125000.0,-23782000.0,-12218000.0,-24562000.0,-32542000.0
OtherunderPreferredStockDividend,2359000.0,1729000.0,,,0.0
NetIncome,-12766000.0,-22053000.0,-12218000.0,-24562000.0,-32542000.0
MinorityInterests,324000.0,569000.0,620000.0,440000.0,262000.0
NetIncomeIncludingNoncontrollingInterests,-13090000.0,-22622000.0,-12838000.0,-25002000.0,-32804000.0
NetIncomeContinuousOperations,-13090000.0,-22622000.0,-12838000.0,-25002000.0,-32804000.0
TaxProvision,-41000.0,-50000.0,-106000.0,463000.0,112000.0
PretaxIncome,-13131000.0,-22672000.0,-12944000.0,-24539000.0,-32692000.0
OtherIncomeExpense,4643000.0,1242000.0,1067000.0,1307000.0,-172000.0
OtherNonOperatingIncomeExpenses,673000.0,1242000.0,1067000.0,1307000.0,-172000.0
SpecialIncomeCharges,3970000.0,,,,0.0
OtherSpecialCharges,-3970000.0,,,,
NetNonOperatingInterestIncomeExpense,3068000.0,2259000.0,1789000.0,644000.0,22000.0
TotalOtherFinanceCost,523000.0,478000.0,455000.0,463000.0,461000.0
InterestExpenseNonOperating,931000.0,918000.0,879000.0,898000.0,899000.0
InterestIncomeNonOperating,4522000.0,3655000.0,3123000.0,2005000.0,1382000.0
OperatingIncome,-20842000.0,-26173000.0,-15800000.0,-26490000.0,-32542000.0
OperatingExpense,109857000.0,113956000.0,101110000.0,109112000.0,108738000.0
ResearchAndDevelopment,34272000.0,36441000.0,33508000.0,34569000.0,35004000.0
SellingGeneralAndAdministration,75585000.0,77515000.0,67602000.0,74543000.0,73734000.0
SellingAndMarketingExpense,49630000.0,49724000.0,43801000.0,52621000.0,47118000.0
GeneralAndAdministrativeExpense,25955000.0,27791000.0,23801000.0,21922000.0,26616000.0
OtherGandA,25955000.0,27791000.0,23801000.0,21922000.0,26616000.0
GrossProfit,89015000.0,87783000.0,85310000.0,82622000.0,76196000.0
CostOfRevenue,19705000.0,19833000.0,17936000.0,18344000.0,18007000.0
TotalRevenue,108720000.0,107616000.0,103246000.0,100966000.0,94203000.0
OperatingRevenue,108720000.0,107616000.0,103246000.0,100966000.0,94203000.0
