,2023-11-30,2023-08-31,2023-05-31,2023-02-28,2022-11-30
TaxEffectOfUnusualItems,0.0,0.0,0.0,0.0,0.0
TaxRateForCalcs,0.258,0.251,0.257,0.164847,0.248
NormalizedEBITDA,378580000.0,405844000.0,543304000.0,284131000.0,233695000.0
NetIncomeFromContinuingOperationNetMinorityInterest,82003000.0,118635000.0,228298000.0,69012000.0,37580000.0
ReconciledDepreciation,66557000.0,63973000.0,62998000.0,62569000.0,64752000.0
ReconciledCostOfRevenue,5533841000.0,6376015000.0,6869194000.0,5110577000.0,5925893000.0
EBITDA,378580000.0,405844000.0,543304000.0,284131000.0,233695000.0
EBIT,312023000.0,341871000.0,480306000.0,221562000.0,168943000.0
NetInterestIncome,206035000.0,214015000.0,208534000.0,213272000.0,227750000.0
InterestExpense,201465000.0,183585000.0,173066000.0,138928000.0,118950000.0
InterestIncome,426900000.0,416900000.0,400500000.0,372200000.0,365400000.0
NormalizedIncome,82003000.0,118635000.0,228298000.0,69012000.0,37580000.0
NetIncomeFromContinuingAndDiscontinuedOperation,82003000.0,118635000.0,228298000.0,69012000.0,37580000.0
TotalExpenses,6244898000.0,7132288000.0,7589492000.0,5860146000.0,6684145000.0
RentExpenseSupplemental,70300000.0,67800000.0,66200000.0,62500000.0,70100000.0
DilutedAverageShares,158799000.0,159238000.0,158561000.0,,158536000.0
BasicAverageShares,158446000.0,158479000.0,158116000.0,,158003000.0
DilutedEPS,0.52,0.75,1.44,,0.24
BasicEPS,0.52,0.75,1.44,,0.24
DilutedNIAvailtoComStockholders,82003000.0,118635000.0,228298000.0,69012000.0,37580000.0
NetIncomeCommonStockholders,82003000.0,118635000.0,228298000.0,69012000.0,37580000.0
NetIncome,82003000.0,118635000.0,228298000.0,69012000.0,37580000.0
NetIncomeIncludingNoncontrollingInterests,82003000.0,118635000.0,228298000.0,69012000.0,37580000.0
NetIncomeContinuousOperations,82003000.0,118635000.0,228298000.0,69012000.0,37580000.0
TaxProvision,28555000.0,39651000.0,78942000.0,13622000.0,12413000.0
PretaxIncome,110558000.0,158286000.0,307240000.0,82634000.0,49993000.0
OtherIncomeExpense,886000.0,2630000.0,1214000.0,7098000.0,363000.0
OtherNonOperatingIncomeExpenses,886000.0,2630000.0,1214000.0,7098000.0,363000.0
NetNonOperatingInterestIncomeExpense,206035000.0,214015000.0,208534000.0,213272000.0,227750000.0
TotalOtherFinanceCost,19400000.0,19300000.0,18900000.0,20000000.0,18700000.0
InterestExpenseNonOperating,201465000.0,183585000.0,173066000.0,138928000.0,118950000.0
InterestIncomeNonOperating,426900000.0,416900000.0,400500000.0,372200000.0,365400000.0
OperatingIncome,-96360000.0,-58452000.0,97571000.0,-137653000.0,-178189000.0
OperatingExpense,709223000.0,755217000.0,719819000.0,748632000.0,754877000.0
OtherOperatingExpenses,,89800000.0,80900000.0,98000000.0,85700000.0
ProvisionForDoubtfulAccounts,68300000.0,89800000.0,80900000.0,98000000.0,85700000.0
DepreciationAmortizationDepletionIncomeStatement,64723000.0,62917000.0,62519000.0,61632000.0,61377000.0
DepreciationAndAmortizationInIncomeStatement,64723000.0,62917000.0,62519000.0,61632000.0,61377000.0
SellingGeneralAndAdministration,576200000.0,602500000.0,576400000.0,589000000.0,607800000.0
SellingAndMarketingExpense,63300000.0,66300000.0,71900000.0,58000000.0,58700000.0
GeneralAndAdministrativeExpense,512900000.0,536200000.0,504500000.0,531000000.0,549100000.0
OtherGandA,120200000.0,114600000.0,55700000.0,135600000.0,139500000.0
RentAndLandingFees,70300000.0,67800000.0,66200000.0,62500000.0,70100000.0
SalariesAndWages,322400000.0,353800000.0,382600000.0,332900000.0,339500000.0
GrossProfit,612863000.0,696765000.0,817390000.0,610979000.0,576688000.0
CostOfRevenue,5535675000.0,6377071000.0,6869673000.0,5111514000.0,5929268000.0
TotalRevenue,6148538000.0,7073836000.0,7687063000.0,5722493000.0,6505956000.0
OperatingRevenue,5997281000.0,6913118000.0,7515834000.0,5561873000.0,6356791000.0
