,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,-22890.0,-2916900.0,0.0,0.0
TaxRateForCalcs,0.157,0.21,0.21,0.118,0.147
NormalizedEBITDA,41266000.0,72210000.0,60307000.0,67725000.0,51594000.0
TotalUnusualItems,,-109000.0,-13890000.0,,
TotalUnusualItemsExcludingGoodwill,,-109000.0,-13890000.0,,
NetIncomeFromContinuingOperationNetMinorityInterest,5456000.0,37462000.0,13968000.0,30491000.0,17129000.0
ReconciledDepreciation,29853000.0,30864000.0,29627000.0,28754000.0,27975000.0
ReconciledCostOfRevenue,560006000.0,562442000.0,560074000.0,640522000.0,573248000.0
EBITDA,41266000.0,72101000.0,46417000.0,67725000.0,51594000.0
EBIT,11413000.0,41237000.0,16790000.0,38971000.0,23619000.0
NetInterestIncome,-4938000.0,-4530000.0,-4536000.0,-4408000.0,-3532000.0
InterestExpense,4938000.0,4530000.0,4536000.0,4408000.0,3532000.0
NormalizedIncome,5456000.0,37548110.0,24941100.0,30491000.0,17129000.0
NetIncomeFromContinuingAndDiscontinuedOperation,5456000.0,37462000.0,13968000.0,30491000.0,17129000.0
TotalExpenses,812426000.0,795386000.0,802009000.0,894897000.0,815900000.0
TotalOperatingIncomeAsReported,11413000.0,41237000.0,16790000.0,38971000.0,23619000.0
DilutedAverageShares,22263690.0,22262598.0,22254511.0,22251835.0,22292654.0
BasicAverageShares,22165852.0,22152445.0,22152002.0,22173280.0,22193774.0
DilutedEPS,0.25,1.68,0.63,1.37,0.77
BasicEPS,0.25,1.69,0.63,1.38,0.77
DilutedNIAvailtoComStockholders,5456000.0,37462000.0,13968000.0,30491000.0,17129000.0
NetIncomeCommonStockholders,5456000.0,37462000.0,13968000.0,30491000.0,17129000.0
NetIncome,5456000.0,37462000.0,13968000.0,30491000.0,17129000.0
NetIncomeIncludingNoncontrollingInterests,5456000.0,37462000.0,13968000.0,30491000.0,17129000.0
NetIncomeContinuousOperations,5456000.0,37462000.0,13968000.0,30491000.0,17129000.0
TaxProvision,1019000.0,-755000.0,-1714000.0,4072000.0,2958000.0
PretaxIncome,6475000.0,36707000.0,12254000.0,34563000.0,20087000.0
OtherIncomeExpense,,-109000.0,-13890000.0,,
SpecialIncomeCharges,,-109000.0,-13890000.0,,
WriteOff,,-2198000.0,13890000.0,,
NetNonOperatingInterestIncomeExpense,-4938000.0,-4530000.0,-4536000.0,-4408000.0,-3532000.0
InterestExpenseNonOperating,4938000.0,4530000.0,4536000.0,4408000.0,3532000.0
OperatingIncome,11413000.0,41346000.0,30680000.0,38971000.0,23619000.0
OperatingExpense,252420000.0,232944000.0,241935000.0,254375000.0,242652000.0
OtherOperatingExpenses,203685000.0,195368000.0,196886000.0,208857000.0,196704000.0
SellingGeneralAndAdministration,48735000.0,37576000.0,45049000.0,45518000.0,45948000.0
GeneralAndAdministrativeExpense,48735000.0,37576000.0,45049000.0,45518000.0,45948000.0
OtherGandA,48735000.0,37576000.0,45049000.0,45518000.0,45948000.0
GrossProfit,263833000.0,274290000.0,272615000.0,293346000.0,266271000.0
CostOfRevenue,560006000.0,562442000.0,560074000.0,640522000.0,573248000.0
TotalRevenue,823839000.0,836732000.0,832689000.0,933868000.0,839519000.0
OperatingRevenue,823839000.0,836732000.0,832689000.0,933868000.0,839519000.0
