c,h,l,n,o,t,v,vw
5.27,5.27,5.27,6,5.27,2022-01-18T09:05:00Z,700,5.27
5.15,5.15,5.15,8,5.15,2022-01-18T09:35:00Z,802,5.150287
5.08,5.08,5.08,4,5.08,2022-01-18T09:40:00Z,709,5.08323
5.11,5.11,5.11,1,5.11,2022-01-18T11:10:00Z,100,5.11
5.11,5.11,5.11,1,5.11,2022-01-18T11:20:00Z,100,5.11
5.25,5.25,5.25,4,5.25,2022-01-18T12:00:00Z,156,5.209231
5.13,5.13,5.13,7,5.13,2022-01-18T12:25:00Z,343,5.130087
5.13,5.13,5.13,2,5.13,2022-01-18T12:30:00Z,101,5.13
5.15,5.17,5.15,7,5.17,2022-01-18T13:40:00Z,1541,5.155321
5.14,5.14,5.14,8,5.14,2022-01-18T13:55:00Z,283,5.185512
5.15,5.15,5.15,2,5.15,2022-01-18T14:05:00Z,150,5.1508
5.1526,5.1526,5.1526,1,5.1526,2022-01-18T14:10:00Z,125,5.1526
5.2,5.2,5.2,2,5.2,2022-01-18T14:20:00Z,105,5.199048
5.07,5.1816,5.06,424,5.17,2022-01-18T14:30:00Z,95176,5.136826
5.065,5.12,5.055,222,5.065,2022-01-18T14:35:00Z,54349,5.076787
5.16,5.16,5.0687,240,5.07,2022-01-18T14:40:00Z,53179,5.109682
5.135,5.175,5.13,197,5.155,2022-01-18T14:45:00Z,31080,5.151472
5.155,5.165,5.1,181,5.13,2022-01-18T14:50:00Z,34233,5.138825
5.145,5.17,5.133,165,5.15,2022-01-18T14:55:00Z,19118,5.149907
5.1236,5.14,5.11,205,5.14,2022-01-18T15:00:00Z,32043,5.128019
5.165,5.1669,5.115,183,5.12,2022-01-18T15:05:00Z,29452,5.140136
5.165,5.21,5.155,183,5.17,2022-01-18T15:10:00Z,19882,5.177452
5.16,5.2,5.16,112,5.17,2022-01-18T15:15:00Z,14589,5.183296
5.175,5.175,5.14,237,5.16,2022-01-18T15:20:00Z,32214,5.154707
