c,h,l,n,o,t,v,vw
9.79,10.02,9.76,5,10.02,2022-01-18T14:00:00Z,700,9.844286
9.76,9.76,9.76,1,9.76,2022-01-18T14:05:00Z,100,9.76
9.77,9.92,9.7,144,9.88,2022-01-18T14:30:00Z,18349,9.8321
9.735,9.76,9.65,162,9.76,2022-01-18T14:35:00Z,11171,9.699252
9.795,9.8,9.71,74,9.735,2022-01-18T14:40:00Z,6808,9.753527
9.76,9.81,9.73,132,9.795,2022-01-18T14:45:00Z,10712,9.757844
9.79,9.81,9.72,105,9.75,2022-01-18T14:50:00Z,6962,9.751385
9.785,9.81,9.72,103,9.77,2022-01-18T14:55:00Z,6958,9.763436
9.75,9.77,9.73,58,9.77,2022-01-18T15:00:00Z,4959,9.755992
9.79,9.79,9.74,237,9.76,2022-01-18T15:05:00Z,21811,9.756673
9.78,9.83,9.78,114,9.81,2022-01-18T15:10:00Z,8247,9.80768
9.7,9.7984,9.7,172,9.7984,2022-01-18T15:15:00Z,11922,9.759473
9.7,9.7,9.65,89,9.68,2022-01-18T15:20:00Z,7332,9.675493
9.71,9.73,9.69,73,9.73,2022-01-18T15:25:00Z,3325,9.715151
9.66,9.69,9.65,36,9.69,2022-01-18T15:30:00Z,2679,9.673041
9.6,9.65,9.56,141,9.65,2022-01-18T15:35:00Z,9301,9.613466
9.6,9.6,9.56,108,9.58,2022-01-18T15:40:00Z,6710,9.580204
9.6,9.61,9.57,55,9.61,2022-01-18T15:45:00Z,2580,9.591626
9.52,9.6,9.52,88,9.6,2022-01-18T15:50:00Z,5907,9.546553
9.53,9.58,9.51,159,9.51,2022-01-18T15:55:00Z,10092,9.535101
9.51,9.5299,9.5,133,9.5299,2022-01-18T16:00:00Z,7143,9.5135
9.52,9.52,9.5,145,9.5,2022-01-18T16:05:00Z,9194,9.50683
9.5,9.53,9.495,127,9.52,2022-01-18T16:10:00Z,8002,9.510525
9.53,9.54,9.49,195,9.51,2022-01-18T16:15:00Z,12515,9.507459
9.54,9.54,9.5,152,9.52,2022-01-18T16:20:00Z,16189,9.518166
9.495,9.54,9.49,100,9.53,2022-01-18T16:25:00Z,5165,9.51377
9.5,9.5,9.45,243,9.495,2022-01-18T16:30:00Z,17570,9.476543
9.62,9.62,9.5,201,9.5,2022-01-18T16:35:00Z,35765,9.521277
9.65,9.67,9.62,73,9.63,2022-01-18T16:40:00Z,6035,9.63207
9.605,9.63,9.605,52,9.63,2022-01-18T16:45:00Z,3102,9.619994
9.6452,9.651,9.62,140,9.62,2022-01-18T16:50:00Z,15048,9.647072
9.6,9.66,9.6,80,9.66,2022-01-18T16:55:00Z,4049,9.624511
9.57,9.62,9.545,136,9.61,2022-01-18T17:00:00Z,7613,9.576476
9.6,9.6,9.57,79,9.57,2022-01-18T17:05:00Z,4161,9.58034
9.56,9.615,9.55,79,9.615,2022-01-18T17:10:00Z,4946,9.576107
9.615,9.63,9.54,147,9.56,2022-01-18T17:15:00Z,14277,9.587726
9.575,9.615,9.575,61,9.61,2022-01-18T17:20:00Z,4397,9.599936
9.54,9.57,9.53,108,9.57,2022-01-18T17:25:00Z,8114,9.545773
9.52,9.555,9.52,80,9.535,2022-01-18T17:30:00Z,4616,9.541617
9.54,9.54,9.5,145,9.52,2022-01-18T17:35:00Z,12692,9.511169
9.525,9.54,9.52,64,9.53,2022-01-18T17:40:00Z,4195,9.529103
9.53,9.53,9.51,92,9.525,2022-01-18T17:45:00Z,4639,9.52068
9.5,9.53,9.47,124,9.52,2022-01-18T17:50:00Z,7871,9.500554
9.5,9.52,9.48,98,9.505,2022-01-18T17:55:00Z,6147,9.502747
9.5,9.52,9.46,152,9.495,2022-01-18T18:00:00Z,12919,9.47961
9.49,9.5,9.48,134,9.49,2022-01-18T18:05:00Z,8006,9.492004
9.49,9.5,9.48,81,9.5,2022-01-18T18:10:00Z,4274,9.491036
