c,h,l,n,o,t,v,vw
44.98,44.98,44.98,1,44.98,2022-01-18T15:25:00Z,159,44.98
44.93,44.93,44.93,3,44.93,2022-01-18T17:30:00Z,207,44.93
44.98,44.98,44.94,7,44.94,2022-01-18T17:50:00Z,2292,44.97
44.89,44.89,44.89,1,44.89,2022-01-18T18:00:00Z,32844,44.89
44.91,44.91,44.91,1,44.91,2022-01-18T18:05:00Z,610,44.91
44.95,44.95,44.95,1,44.95,2022-01-18T18:15:00Z,100,44.95
44.96,44.96,44.96,1,44.96,2022-01-18T20:20:00Z,1272,44.96
44.94,44.94,44.94,1,44.94,2022-01-18T20:55:00Z,100,44.94
44.94,44.94,44.94,2,44.94,2022-01-19T16:25:00Z,124,44.94
44.96,44.96,44.96,1,44.96,2022-01-19T19:05:00Z,316,44.96
44.97,44.97,44.97,4,44.97,2022-01-19T20:30:00Z,442,44.97
44.93,44.93,44.93,2,44.93,2022-01-19T20:55:00Z,101,44.93
45.06,45.06,45.06,1,45.06,2022-01-20T16:15:00Z,769,45.06
44.9,44.9,44.9,5,44.9,2022-01-20T20:05:00Z,1102,44.9
44.84,44.84,44.84,1,44.84,2022-01-21T15:05:00Z,100,44.84
44.83,44.83,44.83,6,44.83,2022-01-21T15:20:00Z,600,44.83
44.89,44.89,44.89,2,44.89,2022-01-21T15:35:00Z,200,44.89
44.88,44.88,44.88,2,44.88,2022-01-21T16:25:00Z,121,44.88
44.84,44.84,44.84,1,44.84,2022-01-21T18:25:00Z,150,44.84
44.86,44.86,44.86,1,44.86,2022-01-21T18:45:00Z,100,44.86
44.88,44.88,44.87,2,44.87,2022-01-21T19:20:00Z,406,44.87
44.74,44.74,44.74,3,44.74,2022-01-24T14:30:00Z,227,44.74
44.69,44.69,44.69,1,44.69,2022-01-24T14:50:00Z,164,44.69
44.63,44.63,44.63,1,44.63,2022-01-24T15:00:00Z,1145,44.63
44.63,44.63,44.63,2,44.63,2022-01-24T15:05:00Z,601,44.63
44.67,44.67,44.65,2,44.65,2022-01-24T15:30:00Z,224,44.661071
44.67,44.67,44.67,1,44.67,2022-01-24T15:50:00Z,100,44.67
44.63,44.63,44.61,2,44.61,2022-01-24T16:15:00Z,452,44.62
44.6,44.6,44.6,1,44.6,2022-01-24T16:50:00Z,100,44.6
44.64,44.64,44.64,1,44.64,2022-01-24T17:05:00Z,129,44.64
44.73,44.73,44.73,1,44.73,2022-01-24T19:30:00Z,100,44.73
44.65,44.67,44.65,6,44.65,2022-01-25T16:00:00Z,1905,44.66
44.71,44.71,44.71,2,44.71,2022-01-25T17:10:00Z,338,44.71
44.78,44.78,44.78,2,44.78,2022-01-25T19:10:00Z,136,44.76
44.86,44.86,44.86,1,44.86,2022-01-26T14:35:00Z,113,44.86
44.83,44.83,44.83,1,44.83,2022-01-26T16:50:00Z,538,44.83
44.59,44.59,44.59,1,44.59,2022-01-26T20:25:00Z,100,44.59
44.6,44.6,44.6,1,44.6,2022-01-26T20:30:00Z,100,44.6
44.59,44.59,44.59,1,44.59,2022-01-26T20:35:00Z,500,44.59
44.65,44.65,44.65,1,44.65,2022-01-27T15:25:00Z,100,44.65
44.63,44.63,44.63,1,44.63,2022-01-27T16:15:00Z,2010000,44.63
44.59,44.59,44.59,1,44.59,2022-01-27T17:10:00Z,100,44.59
44.47,44.47,44.47,1,44.47,2022-01-27T18:15:00Z,1086,44.47
44.44,44.44,44.44,1,44.44,2022-01-27T19:00:00Z,695,44.44
44.44,44.44,44.44,2,44.44,2022-01-27T19:15:00Z,122,44.44
44.4,44.4,44.4,2,44.4,2022-01-27T19:50:00Z,298,44.4
44.34,44.34,44.34,1,44.34,2022-01-27T20:25:00Z,100,44.34
44.36,44.36,44.35,2,44.35,2022-01-27T20:30:00Z,2000,44.35
44.36,44.36,44.36,1,44.36,2022-01-27T20:40:00Z,100,44.36
44.32,44.32,44.32,4,44.32,2022-01-28T14:30:00Z,622,44.32
44.26,44.26,44.26,2,44.26,2022-01-28T15:10:00Z,135,44.26
44.27,44.27,44.27,1,44.27,2022-01-28T15:15:00Z,100,44.27
44.28,44.28,44.28,1,44.28,2022-01-28T15:35:00Z,100,44.28
44.28,44.28,44.28,3,44.28,2022-01-28T15:45:00Z,225,44.28
44.34,44.34,44.34,2,44.34,2022-01-28T16:15:00Z,131,44.34
44.38,44.38,44.38,1,44.38,2022-01-28T16:45:00Z,166,44.38
44.28,44.28,44.28,2,44.28,2022-01-28T19:40:00Z,200,44.28
44.41,44.41,44.4,5,44.4,2022-01-28T20:35:00Z,1227,44.4
44.42,44.42,44.42,2,44.42,2022-01-28T20:45:00Z,200,44.42
44.39,44.39,44.39,1,44.39,2022-01-31T15:20:00Z,547,44.39
44.33,44.33,44.33,1,44.33,2022-01-31T16:25:00Z,150,44.33
44.35,44.35,44.35,1,44.35,2022-01-31T16:45:00Z,237,44.35
44.37,44.37,44.37,2,44.37,2022-01-31T17:05:00Z,200,44.37
44.48,44.48,44.42,8,44.47,2022-01-31T19:00:00Z,6753,44.45
44.43,44.43,44.43,1,44.43,2022-01-31T19:20:00Z,100,44.43
44.42,44.42,44.42,1,44.42,2022-01-31T19:45:00Z,100,44.42
44.4,44.4,44.4,5,44.4,2022-01-31T20:20:00Z,188,44.4
44.42,44.42,44.42,2,44.42,2022-01-31T20:35:00Z,791,44.43
44.42,44.42,44.42,2,44.42,2022-01-31T20:40:00Z,200,44.42
44.6,44.6,44.6,2,44.6,2022-02-01T14:30:00Z,300,44.6
44.62,44.62,44.62,1,44.62,2022-02-01T17:15:00Z,700,44.62
44.61,44.61,44.58,2,44.58,2022-02-01T17:35:00Z,292,44.594897
44.62,44.62,44.62,7,44.62,2022-02-01T18:05:00Z,823,44.62
44.59,44.59,44.59,1,44.59,2022-02-01T19:20:00Z,110,44.59
44.75,44.75,44.75,3,44.75,2022-02-02T14:30:00Z,704,44.75
44.67,44.67,44.67,1,44.67,2022-02-02T17:25:00Z,1000000,44.67
44.68,44.69,44.68,4,44.69,2022-02-02T19:10:00Z,308,44.69
44.74,44.74,44.74,1,44.74,2022-02-02T20:45:00Z,704,44.74
44.52,44.52,44.52,4,44.52,2022-02-03T16:05:00Z,192,44.52
44.49,44.5,44.48,5,44.5,2022-02-03T16:35:00Z,1316,44.48
44.49,44.49,44.49,1,44.49,2022-02-03T16:45:00Z,2000000,44.49
44.47,44.47,44.47,3,44.47,2022-02-03T17:10:00Z,147,44.47
44.48,44.48,44.48,2,44.48,2022-02-03T18:15:00Z,200,44.48
44.5,44.54,44.5,2,44.54,2022-02-03T19:30:00Z,329,44.52
44.46,44.46,44.46,1,44.46,2022-02-03T20:35:00Z,657,44.46
44.43,44.45,44.43,3,44.45,2022-02-03T20:55:00Z,800,44.44
44.22,44.22,44.22,1,44.22,2022-02-04T15:25:00Z,100,44.22
44.16,44.16,44.16,2,44.16,2022-02-04T15:55:00Z,1000010,44.16
44.17,44.2,44.17,4,44.2,2022-02-04T16:25:00Z,323,44.18
44.26,44.26,44.26,1,44.26,2022-02-04T17:35:00Z,1017,44.26
44.29,44.29,44.29,1,44.29,2022-02-04T18:00:00Z,100,44.29
44.31,44.31,44.31,2,44.31,2022-02-04T18:25:00Z,200,44.31
44.36,44.36,44.36,4,44.36,2022-02-04T18:30:00Z,1097,44.36
44.34,44.34,44.34,3,44.34,2022-02-04T19:00:00Z,225,44.34
44.29,44.29,44.29,2,44.29,2022-02-07T19:10:00Z,260,44.28
44.3,44.3,44.3,1,44.3,2022-02-07T20:10:00Z,100,44.3
44.27,44.3,44.27,3,44.3,2022-02-07T20:45:00Z,519,44.274586
44.29,44.29,44.29,1,44.29,2022-02-07T21:30:00Z,1000000,44.29
44.31,44.32,44.31,3,44.32,2022-02-08T14:30:00Z,517,44.317157
44.35,44.35,44.35,1,44.35,2022-02-08T16:55:00Z,143,44.35
44.35,44.35,44.35,7,44.35,2022-02-09T14:30:00Z,335,44.35
44.44,44.44,44.44,1,44.44,2022-02-09T14:45:00Z,184,44.44
44.44,44.44,44.44,2,44.44,2022-02-09T14:50:00Z,128,44.44
44.43,44.43,44.3,15,44.43,2022-02-09T15:25:00Z,3719,44.36
44.41,44.41,44.41,1,44.41,2022-02-09T16:05:00Z,100,44.41
44.38,44.38,44.38,2,44.38,2022-02-09T17:15:00Z,714,44.38
44.39,44.39,44.39,1,44.39,2022-02-09T17:25:00Z,100,44.39
44.42,44.42,44.42,4,44.42,2022-02-09T19:40:00Z,264,44.42
44.42,44.42,44.42,1,44.42,2022-02-09T19:50:00Z,1166,44.42
44.39,44.39,44.39,1,44.39,2022-02-09T20:40:00Z,100,44.39
44.4,44.4,44.4,1,44.4,2022-02-09T20:55:00Z,194,44.4
44.23,44.23,44.23,2,44.23,2022-02-10T14:30:00Z,338,44.23
44.25,44.25,44.25,1,44.25,2022-02-10T14:50:00Z,300,44.25
44.23,44.23,44.23,1,44.23,2022-02-10T16:30:00Z,500,44.23
44.2,44.21,44.2,11,44.21,2022-02-10T17:20:00Z,1116,44.2
44.13,44.13,44.13,3,44.13,2022-02-10T18:30:00Z,300,44.13
44.12,44.12,44.12,2,44.12,2022-02-10T18:35:00Z,200,44.12
44.06,44.11,44.05,51,44.11,2022-02-10T19:00:00Z,9318,44.084704
44.07,44.1,44.07,2,44.1,2022-02-10T19:20:00Z,245,44.08
44.08,44.08,44.08,2,44.08,2022-02-10T19:25:00Z,610,44.08
44.03,44.03,44.03,3,44.03,2022-02-11T14:30:00Z,585,44.03
44.02,44.02,44.02,1,44.02,2022-02-11T15:10:00Z,100,44.02
44.01,44.01,44.01,2,44.01,2022-02-11T15:15:00Z,200,44.01
43.97,44.0,43.97,38,44.0,2022-02-11T15:20:00Z,3800,43.999211
43.93,43.93,43.93,2,43.93,2022-02-11T16:20:00Z,200,43.93
43.93,43.93,43.93,1,43.93,2022-02-11T18:05:00Z,100,43.93
43.8,43.8,43.8,3,43.8,2022-02-11T19:05:00Z,300,43.8
43.82,43.82,43.82,1,43.82,2022-02-11T19:15:00Z,100,43.82
43.77,43.77,43.77,1,43.77,2022-02-11T20:35:00Z,250,43.77
43.76,43.76,43.76,1,43.76,2022-02-11T20:40:00Z,100,43.76
43.81,43.81,43.81,1,43.81,2022-02-11T20:55:00Z,100,43.81
43.8,43.8,43.8,3,43.8,2022-02-14T15:20:00Z,300,43.8
43.8,43.8,43.8,1,43.8,2022-02-14T15:30:00Z,1000,43.8
43.8,43.8,43.8,2,43.8,2022-02-14T15:50:00Z,1016,43.8
43.82,43.82,43.82,2,43.82,2022-02-14T16:15:00Z,101,43.82
43.8,43.8,43.8,1,43.8,2022-02-14T18:30:00Z,200,43.8
43.75,43.75,43.75,3,43.75,2022-02-14T18:45:00Z,201,43.75
43.72,43.72,43.72,3,43.72,2022-02-14T19:20:00Z,251,43.72
43.75,43.75,43.75,2,43.75,2022-02-14T20:30:00Z,200,43.75
43.8,43.8,43.8,7,43.8,2022-02-14T20:55:00Z,1639,43.8
43.83,43.83,43.83,3,43.83,2022-02-15T18:10:00Z,333,43.83
43.83,43.83,43.83,1,43.83,2022-02-15T18:20:00Z,100,43.83
43.83,43.83,43.83,1,43.83,2022-02-15T19:25:00Z,113,43.83
