c,h,l,n,o,t,v,vw
5.83,5.83,5.83,8,5.83,2022-01-18T13:30:00Z,754,5.83
5.6,5.75,5.6,41,5.75,2022-01-18T14:30:00Z,12620,5.731811
5.66,5.66,5.6,89,5.62,2022-01-18T14:35:00Z,63106,5.60149
5.78,5.78,5.66,46,5.66,2022-01-18T14:40:00Z,3942,5.724019
5.75,5.76,5.75,26,5.75,2022-01-18T14:50:00Z,15115,5.750394
5.71,5.74,5.71,10,5.74,2022-01-18T14:55:00Z,762,5.725303
5.64,5.72,5.57,142,5.7,2022-01-18T15:00:00Z,35928,5.59496
5.69,5.69,5.66,25,5.67,2022-01-18T15:05:00Z,1495,5.675716
5.7249,5.7249,5.6827,25,5.71,2022-01-18T15:10:00Z,2032,5.710461
5.72,5.75,5.72,7,5.7201,2022-01-18T15:15:00Z,2236,5.725219
5.71,5.7323,5.69,97,5.7323,2022-01-18T15:20:00Z,4285,5.712264
5.71,5.71,5.69,34,5.693,2022-01-18T15:25:00Z,1804,5.694803
5.64,5.69,5.64,30,5.69,2022-01-18T15:30:00Z,953,5.667015
5.61,5.64,5.61,35,5.64,2022-01-18T15:35:00Z,1755,5.632903
5.62,5.63,5.61,29,5.63,2022-01-18T15:40:00Z,1129,5.618356
5.63,5.63,5.61,25,5.62,2022-01-18T15:45:00Z,1567,5.61464
5.62,5.64,5.62,46,5.62,2022-01-18T15:50:00Z,2904,5.624027
5.61,5.64,5.59,111,5.61,2022-01-18T15:55:00Z,6142,5.613582
5.61,5.64,5.61,3,5.64,2022-01-18T16:00:00Z,1930,5.612591
5.63,5.63,5.595,39,5.61,2022-01-18T16:05:00Z,3997,5.606753
5.6,5.63,5.6,45,5.61,2022-01-18T16:10:00Z,4265,5.617178
5.635,5.635,5.62,23,5.62,2022-01-18T16:15:00Z,2325,5.629387
5.62,5.63,5.62,23,5.63,2022-01-18T16:20:00Z,1184,5.625127
5.58,5.6,5.58,40,5.6,2022-01-18T16:25:00Z,3097,5.598279
5.5534,5.6,5.55,35,5.598,2022-01-18T16:30:00Z,3366,5.577373
5.525,5.59,5.51,123,5.565,2022-01-18T16:35:00Z,23272,5.544988
5.52,5.54,5.52,33,5.525,2022-01-18T16:40:00Z,1878,5.532524
5.49,5.5178,5.49,82,5.51,2022-01-18T16:45:00Z,21571,5.502419
5.52,5.52,5.49,37,5.49,2022-01-18T16:50:00Z,2994,5.49795
5.5208,5.53,5.52,7,5.52,2022-01-18T16:55:00Z,604,5.525265
5.48,5.51,5.4799,74,5.51,2022-01-18T17:00:00Z,13947,5.484719
5.49,5.49,5.49,14,5.49,2022-01-18T17:05:00Z,558,5.49
5.5,5.5,5.49,17,5.5,2022-01-18T17:10:00Z,1863,5.49781
5.55,5.55,5.49,65,5.5,2022-01-18T17:15:00Z,3293,5.518764
5.53,5.57,5.53,23,5.56,2022-01-18T17:20:00Z,1905,5.547239
5.53,5.53,5.53,3,5.53,2022-01-18T17:25:00Z,300,5.53
5.47,5.5213,5.47,109,5.5201,2022-01-18T17:30:00Z,49315,5.51721
5.46,5.4811,5.43,146,5.48,2022-01-18T17:35:00Z,17201,5.464743
5.49,5.49,5.47,22,5.47,2022-01-18T17:40:00Z,1533,5.477878
5.48,5.49,5.48,23,5.49,2022-01-18T17:45:00Z,1147,5.487088
5.4923,5.5,5.4814,28,5.4814,2022-01-18T17:50:00Z,2229,5.491841
5.5,5.5,5.49,10,5.49,2022-01-18T17:55:00Z,497,5.491368
5.425,5.4801,5.4,108,5.47,2022-01-18T18:00:00Z,18042,5.443559
5.43,5.43,5.43,12,5.43,2022-01-18T18:05:00Z,212,5.424972
